Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
ясйешвичноказ отч окьлот о яинанимопсоВ, йортсо ,Воспоминания о только что закончившейся, острой , , борьбе с « левой» оппозицией,"Рой Медведев. О Сталине и сталинизме. Исторические очерки // «Знамя», 1989",Рой Медведев,1925,О Сталине и сталинизме. Исторические очерки,1989,"нехудожественная, публицистика","очерк, цикл","история, политика и общественная жизнь",«Знамя»,1989,журнал,омонимия не снята,"Воспоминания о только что закончившейсяострой борьбе с « левой» оппозицией не позволяли Бухарину даже думать о том, чтобы развязать в новых условиях общепартийную дискуссию и обратиться ко всей партии с призывом поддержать его в спорах со Сталиным. [Рой Медведев. О Сталине и сталинизме. Исторические очерки // «Знамя», 1989] [омонимия не снята]"
"еикак ,янем то илыркс ен", еыртсо ,"не скрыли от меня, какие", острые , , споры и разногласия существуют между,А. Д. Сахаров. Воспоминания (1983-1989),А. Д. Сахаров,1921,Воспоминания,1983-1989,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Они не скрыли от меня, какиеострые споры и разногласия существуют между ними относительно тактики их борьбы, относительно ее реальных перспектив. [А. Д. Сахаров. Воспоминания (1983-1989)] [омонимия не снята]"
",яинелвадоп вонагро ьтсобалс ,ииголоеди йоньлаицифо", яартсо ,"официальной идеологии, слабость органов подавления,", острая , ," борьба за власть в верхах,",Давид Самойлов. Общий дневник (1977-1989),Давид Самойлов,1920,Общий дневник,1977-1989,"нехудожественная, публицистика","дневник, записные книжки",_,,,книга,омонимия не снята,"Именно тогда наблюдалось наибольшее расшатывание официальной идеологии, слабость органов подавления,острая борьба за власть в верхах, возможность реальной критики. [Давид Самойлов. Общий дневник (1977-1989)] [омонимия не снята]"
лелтачепаз онтиролок )вонохиТ ( ворбереС, йыртсо ,Серебров ( Тихонов) колоритно запечатлел, острый , ," спор Чехова с ним, когда",А. М. Турков. «Неуловимый» Чехов (1986),А. М. Турков,1924,«Неуловимый» Чехов,1986,"нехудожественная, публицистика",статья,"здоровье и медицина, искусство и культура, частная жизнь",,,книга,омонимия не снята,"А. Серебров ( Тихонов) колоритно запечатлелострый спор Чехова с ним, когда он решил было превознести все написанное пользовавшимися тогда громкой известностью авторами, к которым и сам Антон Павлович в общем благоволил. [А. М. Турков. «Неуловимый» Чехов (1986)] [омонимия не снята]"
",ытсартнок ынжун умЕ", еыртсо ,"Ему нужны контрасты,", острые , ," коллизии, борьба, взрывы.","Гавриил Гликман. Маэстро Мравинский (1985) // «Звезда», 2003",Гавриил Гликман,,Маэстро Мравинский,1985,"нехудожественная, публицистика",мемуары,_,«Звезда»,2003,журнал,омонимия не снята,"Ему нужны контрасты,острые коллизии, борьба, взрывы. [Гавриил Гликман. Маэстро Мравинский (1985) // «Звезда», 2003] [омонимия не снята]"
амьсев лешозиорп .И .В и, йыртсо ,и В. И. произошел весьма, острый , , конфликт.,"И. С. Шкловский. Эшелон (1984) // «Химия и Жизнь», 1988 | 1989 | 1990 | 1991 | 1992",И. С. Шкловский,1916,Эшелон,1984,"нехудожественная, публицистика",мемуары,_,«Химия и Жизнь»,1988 | 1989 | 1990 | 1991 | 1992,журнал,омонимия не снята,"На этой почве между мною и В. И. произошел весьмаострый конфликт. [И. С. Шкловский. Эшелон (1984) // «Химия и Жизнь», 1988 | 1989 | 1990 | 1991 | 1992] [омонимия не снята]"
"в адгок ,янд огот с", йортсо ,"с того дня, когда в", острой , ," схватке со злым, неукротимым « фоккером»,",Артем Анфиногенов. А внизу была земля (1982),Артем Анфиногенов,,А внизу была земля,1982,художественная,повесть,_,,,книга,омонимия не снята,"Пробродив дотемна в увядавшем на закате подсолнечнике, капитан взамен погибшего назначил в экипаж Силаева воздушного стрелка Степана Конон- Рыжего ― увесистый хвостовой пулемет в руках Степана играет, и сколько минуло с того дня, когда вострой схватке со злым, неукротимым « фоккером», вместе с воплем отчаянья и торжества: « А я ж тебя батогом!»  [Артем Анфиногенов. А внизу была земля (1982)] [омонимия не снята]"
теди енартс йесв оп как, яартсо ,как по всей стране идет, острая , , борьба с кулаком как с,Василь Быков. Знак беды (1982),Василь Быков,1924,Знак беды,1982,художественная,повесть,_,,,книга,омонимия не снята,"В заметке говорилось, что в то время, как по всей стране идетострая борьба с кулаком как с классовым врагом, в Выселках эту борьбу игнорируют и раскулачили только одного врага, который имел наемную силу, Гужова Ивана. [Василь Быков. Знак беды (1982)] [омонимия не снята]"
"иксечигрутамард мороток в ,дютэ йиксечиголохисп", яартсо ,"психологический этюд, в котором драматургически", острая , , коллизия сочетается с целой гаммой,С. А. Дангулов. Мыльников (1981),С. А. Дангулов,1912,Мыльников,1981,"нехудожественная, публицистика",мемуары,"искусство и культура, политика и общественная жизнь",,,книга,омонимия не снята,"Ну, разумеется, перед нами психологический этюд, в котором драматургическиострая коллизия сочетается с целой гаммой полутонов в настроении героев, ― так или иначе, а картина хороша своей душевной усложненностью ― чем больше ее читаешь, тем больше она привлекает твой взгляд и твою мысль. [С. А. Дангулов. Мыльников (1981)] [омонимия не снята]"
овтсвуч олишунв адгесван еитыбос отЭ, йортсо ,Это событие навсегда внушило чувство, острой , ," вражды к родным отца, от",С. А. Дангулов. Садовяну (1981),С. А. Дангулов,1912,Садовяну,1981,"нехудожественная, публицистика",мемуары,"искусство и культура, политика и общественная жизнь",,,книга,омонимия не снята,"Это событие навсегда внушило чувствоострой вражды к родным отца, от руки которых, в сущности, погибла мать. [С. А. Дангулов. Садовяну (1981)] [омонимия не снята]"
"меч и ,ясьтороб теему анО", еертсо ,"Она умеет бороться, и чем", острее , ," борьба, тем веселее и оживленнее","Н. Калачева. Наталья Бутузова: «Не мишень, а цель» // «Работница», 1980",Н. Калачева,,"Наталья Бутузова: «Не мишень, а цель»",1980,"нехудожественная, публицистика",интервью,спорт,«Работница»,1980,журнал,омонимия не снята,"Она умеет бороться, и чемострее борьба, тем веселее и оживленнее ее лицо. [Н. Калачева. Наталья Бутузова: «Не мишень, а цель» // «Работница», 1980] [омонимия не снята]"
".имазалг ,ино и отч ,еж", юуртсО ,"же, что и они, глазами.", Острую , ," борьбу и, прежде всего, с",А. К. Сухотин. Парадоксы науки (1978),А. К. Сухотин,1922,Парадоксы науки,1978,"нехудожественная, учебно-научная",монография,"наука и технологии, философия",,,книга,омонимия не снята,"же, что и они, глазами. Острую борьбу и, прежде всего, с самим собой пережил И. Кеплер, который пришел к выводу, что планеты движутся вовсе не по круговым орбитам, как полагали со времен древних, а по эллипсам. [А. К. Сухотин. Парадоксы науки (1978)] [омонимия не снята]"
бо теувтсевоп агинК, мортсо ,Книга повествует об, остром , ," конфликте, о борьбе подлинных творцов,","Л. Булыгин. Творцы будущего // «Техника - молодежи», 1977",Л. Булыгин,,Творцы будущего,1977,"нехудожественная, публицистика",рецензия,техника,«Техника - молодежи»,1977,журнал,омонимия не снята,"Книга повествует обостром конфликте, о борьбе подлинных творцов, подлинных ученых и инженеров с теми, кто мешает поступательному движению. [Л. Булыгин. Творцы будущего // «Техника - молодежи», 1977] [омонимия не снята]"
теди сан У, яартсо ,У нас идет, острая , , борьба как нигде.,Сергей Жемайтис. Большая лагуна (1977),Сергей Жемайтис,1908,Большая лагуна,1977,художественная,роман,_,,,книга,омонимия не снята,У нас идетострая борьба как нигде. [Сергей Жемайтис. Большая лагуна (1977)] [омонимия не снята]
"мет ,аквонатсбо еенжолс меЧ", еертсо ,"Чем сложнее обстановка, тем", острее , , борьба.,"Б. Тимофеев. С новосельем, старожилы // «Юный натуралист», 1976",Б. Тимофеев,,"С новосельем, старожилы",1976,"нехудожественная, учебно-научная",статья,"наука и технологии, природа",«Юный натуралист»,1976,журнал,омонимия не снята,"Чем сложнее обстановка, темострее борьба. [Б. Тимофеев. С новосельем, старожилы // «Юный натуралист», 1976] [омонимия не снята]"
ухопэ в мевиж ым отч, хыртсо ,что мы живем в эпоху, острых , ," противоречий, но, говорю вам откровенно,",Семен Липкин. Записки жильца (1962-1976),Семен Липкин,1911,Записки жильца,1962-1976,художественная,повесть,_,,,книга,омонимия не снята,"Я, конечно, понимаю, что мы живем в эпохуострых противоречий, но, говорю вам откровенно, сердце у меня защемило, хотя эти хохлы были классовыми врагами, саботажниками. [Семен Липкин. Записки жильца (1962-1976)] [омонимия не снята]"
иладижо еигонМ, йортсо ,Многие ожидали, острой , , схватки: Бор ― Паули.,Д. С. Данин. Нильс Бор (1969-1975),Д. С. Данин,1914,Нильс Бор,1969-1975,"нехудожественная, публицистика",биография,"наука и технологии, физика",,,книга,омонимия не снята,Многие ожидалиострой схватки: Бор ― Паули. [Д. С. Данин. Нильс Бор (1969-1975)] [омонимия не снята]
еквонатсбо В, йортсо ,В обстановке, острой , , борьбы незначительным большинством одержала верх,Анастас Микоян. Так было (1971-1974),Анастас Микоян,1895,Так было,1971-1974,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"В обстановкеострой борьбы незначительным большинством одержала верх резолюция о приглашении английских войск в Баку и образовании нового коалиционного правительства с участием всех партий, представленных в Совете ( 258 голосов, против ― 236). [Анастас Микоян. Так было (1971-1974)] [омонимия не снята]"
"и яинерт хишвавызыв ,мелборп хигурд", еыртсо ,"других проблем, вызывавших трения и", острые , , конфликты.,Анастас Микоян. Так было (1971-1974),Анастас Микоян,1895,Так было,1971-1974,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Тогда на Северном Кавказе возникало много сложных национальных, сословных и других проблем, вызывавших трения иострые конфликты. [Анастас Микоян. Так было (1971-1974)] [омонимия не снята]"
"елсоп яицнерефнок отч ,мет йыннеровтелводУ", йортсо ,"Удовлетворенный тем, что конференция после", острой , , борьбы внушительным большинством поддержала ленинскую,Анастас Микоян. Так было (1971-1974),Анастас Микоян,1895,Так было,1971-1974,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Удовлетворенный тем, что конференция послеострой борьбы внушительным большинством поддержала ленинскую платформу и не одобрила работу старого состава губкома, я решил не участвовать в работе « сениорен конвент», хотя и имел на это право как член президиума конференции. [Анастас Микоян. Так было (1971-1974)] [омонимия не снята]"
.етеном йовелбур -01 йонноицюловерод в, яартсО ,в дореволюционной 10- рублевой монете., Острая , , дуэль по вопросам финансовой политики,Анастас Микоян. Так было (1971-1974),Анастас Микоян,1895,Так было,1971-1974,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"в дореволюционной 10- рублевой монете. Острая дуэль по вопросам финансовой политики завязалась между двумя наиболее подготовленными в финансовых вопросах участниками конференции ― Преображенским и Сокольниковым, наркомом финансов. [Анастас Микоян. Так было (1971-1974)] [омонимия не снята]"
ынечотодерсос илвогрот етамокраН в иитрап, еыртсо ,партии в Наркомате торговли сосредоточены, острые , , противоречия между промышленностью и сельским,Анастас Микоян. Так было (1971-1974),Анастас Микоян,1895,Так было,1971-1974,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Он подчеркнул, что в существующей политической обстановке, в условиях острых разногласий в руководстве партии в Наркомате торговли сосредоточеныострые противоречия между промышленностью и сельским хозяйством, по вопросу об отношении к крестьянству. [Анастас Микоян. Так было (1971-1974)] [омонимия не снята]"
етатьлузер В, йортсо ,В результате, острой , , борьбы на дистанции 200 м,"И. Мазуров. Спортивный сезон 1971 года // «Спортсмен-подводник», 1972",И. Мазуров,,Спортивный сезон 1971 года,1972,"нехудожественная, публицистика",статья,спорт,«Спортсмен-подводник»,1972,журнал,омонимия не снята,"В результатеострой борьбы на дистанции 200 м плавания в ластах французская спортсменка Ф. Варле- Гужон установила мировой рекорд и получила золотую медаль. [И. Мазуров. Спортивный сезон 1971 года // «Спортсмен-подводник», 1972] [омонимия не снята]"
"йонлоп ,ынартс дасаф йындарап ―", хыртсо ,"― парадный фасад страны, полной", острых , ," противоречий, жгучих, нерешенных проблем.",Роман Кармен. Но пасаран! [Ч. 2] (1972),Роман Кармен,1906,Но пасаран! [Ч. 2],1972,"нехудожественная, публицистика",мемуары,частная жизнь,,,книга,омонимия не снята,"Оживленный Мадрид это ― парадный фасад страны, полнойострых противоречий, жгучих, нерешенных проблем. [Роман Кармен. Но пасаран! [Ч. 2] (1972)] [омонимия не снята]"
в теавыб отсач отэ как, йортсо ,как это часто бывает в, острой , ," борьбе, гол был забит не","А. Леонтьев. Умей владеть собой // «Советский спорт», 1971.06.10",А. Леонтьев,,Умей владеть собой,1971,"нехудожественная, публицистика",заметка,спорт,«Советский спорт»,1971.06.10,газета,омонимия не снята,"Но, как это часто бывает вострой борьбе, гол был забит не такой, какой ожидался. [А. Леонтьев. Умей владеть собой // «Советский спорт», 1971.06.10] [омонимия не снята]"
"алыб отэ он ,анчилзарзеб аничирП", яартсо ,"Причина безразлична, но это была", острая , , размолвка.,В. В. Шульгин. Последний очевидец (1971),В. В. Шульгин,1878,Последний очевидец,1971,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Причина безразлична, но это былаострая размолвка. [В. В. Шульгин. Последний очевидец (1971)] [омонимия не снята]"
"в ,еинелватсдерп еоньлартает в хи", еортсо ,"их в театральное представление, в", острое , ," соревнование собеседников, в общую игру.",Л. К. Чуковская. Памяти детства: Мой отец – Корней Чуковский (1971),Л. К. Чуковская,1907,Памяти детства: Мой отец – Корней Чуковский,1971,"нехудожественная, публицистика",мемуары,"искусство и культура, частная жизнь",,,книга,омонимия не снята,"Общепринятых праздников, традиционных, в особенности семейных, не выносил совсем ― если нельзя было превратить их в театральное представление, вострое соревнование собеседников, в общую игру. [Л. К. Чуковская. Памяти детства: Мой отец – Корней Чуковский (1971)] [омонимия не снята]"
в ьсолавивзар иксечровт и ьсолавыдалкс, йортсо ,складывалось и творчески развивалось в, острой , ," борьбе с буржуазной идеологией, со","М. Б. Митин. В погоне за недоказуемым... // «Литературная газета», 1971.05.05",М. Б. Митин,,В погоне за недоказуемым...,1971,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Литературная газета»,1971.05.05,газета,омонимия не снята,"Марксизм ― это учение, постоянно обогащающееся на основе анализа новых явлений и фактов; оно складывалось и творчески развивалось вострой борьбе с буржуазной идеологией, со всякого рода уклонами, ревизиями, фальсификациями. [М. Б. Митин. В погоне за недоказуемым... // «Литературная газета», 1971.05.05] [омонимия не снята]"
доиреп зар как лыб оТ, йортсо ,То был как раз период, острой , , борьбы с « правыми».,Никита Хрущев. Воспоминания (1971),Никита Хрущев,1894,Воспоминания,1971,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,То был как раз периодострой борьбы с « правыми». [Никита Хрущев. Воспоминания (1971)] [омонимия не снята]
"ьсалунревзар отч умотоп ,икйечя орюб", яартсо ,"бюро ячейки, потому что развернулась", острая , ," борьба, так что люди менялись.",Никита Хрущев. Воспоминания (1971),Никита Хрущев,1894,Воспоминания,1971,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Вообще же тогда часто проходили переизбрания бюро ячейки, потому что развернуласьострая борьба, так что люди менялись. [Никита Хрущев. Воспоминания (1971)] [омонимия не снята]"
"алш адгок ,ямерв еовс в", яартсо ,"в свое время, когда шла", острая , ," борьба с троцкистами, подписал так",Никита Хрущев. Воспоминания (1971),Никита Хрущев,1894,Воспоминания,1971,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Но меня еще тогда Каганович предупредил, что, мол, у него имеется политический изъян: он в свое время, когда шлаострая борьба с троцкистами, подписал так называемую декларацию 93- х комсомольцев в поддержку Троцкого. [Никита Хрущев. Воспоминания (1971)] [омонимия не снята]"
алш адгот ьдеВ, яартсо ,Ведь тогда шла, острая , ," борьба за хлеб, за продукты",Никита Хрущев. Воспоминания (1971),Никита Хрущев,1894,Воспоминания,1971,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Ведь тогда шлаострая борьба за хлеб, за продукты питания, за выполнение первой пятилетки. [Никита Хрущев. Воспоминания (1971)] [омонимия не снята]"
"адгот алш мыроток с ,огокцорТ", яартсо ,"Троцкого, с которым шла тогда", острая , , борьба.,Никита Хрущев. Воспоминания (1971),Никита Хрущев,1894,Воспоминания,1971,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Потом его заменили, не знаю точно, по каким причинам, но главной была, конечно, политическая, потому что Пятаков являлся ближайшим человеком Троцкого, с которым шла тогдаострая борьба. [Никита Хрущев. Воспоминания (1971)] [омонимия не снята]"
"едг ,маТ", еыртсо ,"Там, где", острые , ," конфликты разрешаются по-настоящему принципиально, нет","С. Смородкин. «Не тебе судить» // «Комсомольская правда», 1971.06.30",С. Смородкин,,«Не тебе судить»,1971,"нехудожественная, публицистика",очерк,политика и общественная жизнь,«Комсомольская правда»,1971.06.30,газета,омонимия не снята,"Там, гдеострые конфликты разрешаются по-настоящему принципиально, нет места общественной пассивности. [С. Смородкин. «Не тебе судить» // «Комсомольская правда», 1971.06.30] [омонимия не снята]"
.ареткарах огонжолс оге хяинелвяорп хынчилзар, йыртсО ,различных проявлениях его сложного характера., Острый , , конфликт развивается между начальником шахты,"Андрей Фесенко. Сергей Батурин — шахтер // «Огонек». № 8, 1970",Андрей Фесенко,,Сергей Батурин — шахтер,1970,"нехудожественная, публицистика",рецензия,"искусство и культура, политика и общественная жизнь, производство",«Огонек». № 8,1970,журнал,омонимия не снята,"различных проявлениях его сложного характера. Острый конфликт развивается между начальником шахты Шевардиным, человеком, отставшим от жизни, и лучшими людьми шахты. [Андрей Фесенко. Сергей Батурин — шахтер // «Огонек». № 8, 1970] [омонимия не снята]"
бо ропС, мортсо ,Спор об, остром , ," романе ― своеобразная лакмусовая бумажка,","коллективный. Тайник // «Огонек». №№ 5-6, 8-13, 1970",коллективный,,Тайник,1970,художественная,повесть,_,"«Огонек». №№ 5-6, 8-13",1970,журнал,омонимия не снята,"Спор обостром романе ― своеобразная лакмусовая бумажка, умело пользуйтесь ею. [коллективный. Тайник // «Огонек». №№ 5-6, 8-13, 1970] [омонимия не снята]"
ястеавызяваз ыбйаш у днамок хиебо, яартсо ,обеих команд у шайбы завязывается, острая , ," борьба, и вода вокруг вспенивается,","В. Жданов, В. Титов. Подводный хоккей // «Спортсмен-подводник», 1968","В. Жданов, В. Титов",,Подводный хоккей,1968,"нехудожественная, публицистика",заметка,спорт,«Спортсмен-подводник»,1968,журнал,омонимия не снята,"При встрече нападающих обеих команд у шайбы завязываетсяострая борьба, и вода вокруг вспенивается, фонтанами брызг. [В. Жданов, В. Титов. Подводный хоккей // «Спортсмен-подводник», 1968] [омонимия не снята]"
хымас ыротаицини ― »котелбат «, хыртсо ,« таблеток» ― инициаторы самых, острых , , споров.,"И. Кисин. Таблетки, о которых спорят газеты // «Химия и жизнь», 1968",И. Кисин,,"Таблетки, о которых спорят газеты",1968,"нехудожественная, учебно-научная",статья,здоровье и медицина,«Химия и жизнь»,1968,журнал,омонимия не снята,"Другая группа противников « таблеток» ― инициаторы самыхострых споров. [И. Кисин. Таблетки, о которых спорят газеты // «Химия и жизнь», 1968] [омонимия не снята]"
.РСС, яартсО ,ССР., Острая , , борьба за звание абсолютного чемпиона,"И. Мазуров. Итоги спортивного сезона 1966 года // «Спортсмен-подводник», 1968",И. Мазуров,,Итоги спортивного сезона 1966 года,1968,"нехудожественная, публицистика",статья,спорт,«Спортсмен-подводник»,1968,журнал,омонимия не снята,"ССР. Острая борьба за звание абсолютного чемпиона страны продолжалась буквально до последних минут соревнований, что свидетельствовало о сильном составе участников. [И. Мазуров. Итоги спортивного сезона 1966 года // «Спортсмен-подводник», 1968] [омонимия не снята]"
, яартсО ,, Острая , , борьба разгорелась между членами этих,"И. Мазуров. Итоги спортивного сезона 1966 года // «Спортсмен-подводник», 1968",И. Мазуров,,Итоги спортивного сезона 1966 года,1968,"нехудожественная, публицистика",статья,спорт,«Спортсмен-подводник»,1968,журнал,омонимия не снята," Острая борьба разгорелась между членами этих команд и нашими спортсменами Г. Лысенко, Б. Поповым и 3. [И. Мазуров. Итоги спортивного сезона 1966 года // «Спортсмен-подводник», 1968] [омонимия не снята]"
онйачывзерч анежарыв алыб яицаицнереффид яанневтсещбо, ортсо ,общественная дифференциация была выражена чрезвычайно, остро ,", ", конфликт поэта с обществом мог,"Аркадий Белинков. Сдача и гибель советского интеллигента. Юрий Олеша / Цветок, садовник, узник и каменщик (1958-1968)",Аркадий Белинков,1921,"Сдача и гибель советского интеллигента. Юрий Олеша / Цветок, садовник, узник и каменщик",1958-1968,"нехудожественная, публицистика",монография,искусство и культура,,,книга,омонимия не снята,"В эпоху « Зависти», когда общественная дифференциация была выражена чрезвычайноостро, конфликт поэта с обществом мог не одобряться, но общество не могло не признавать существование конфликта. [Аркадий Белинков. Сдача и гибель советского интеллигента. Юрий Олеша / Цветок, садовник, узник и каменщик (1958-1968)] [омонимия не снята]"
В, йортсо ,В, острой , , борьбе мнений передовым ученым и,"обобщенный. «Наряду с электрификацией»... // «Химия и жизнь», 1967",обобщенный,,«Наряду с электрификацией»...,1967,"нехудожественная, публицистика",статья,"политика и общественная жизнь, производство",«Химия и жизнь»,1967,журнал,омонимия не снята,"Вострой борьбе мнений передовым ученым и инженерам удалось отстоять идею комплексного энергохимического использования местных топлив, получившую всеобщее признание на I Всесоюзной конференции по химии твердого топлива, проходившей в сентябре 1929 г. [обобщенный. «Наряду с электрификацией»... // «Химия и жизнь», 1967] [омонимия не снята]"
еокаТ, еортсо ,Такое, острое , , противоречие между потребностями исследователей и,"А. Жданов, М. Левицкий. Информация на спице: механическая память на столе исследователя // «Химия и жизнь», 1966","А. Жданов, М. Левицкий",,Информация на спице: механическая память на столе исследователя,1966,"нехудожественная, производственно-техническая",статья,"техника, электроника",«Химия и жизнь»,1966,журнал,омонимия не снята,"Такоеострое противоречие между потребностями исследователей и возможностями традиционных картотек можно разрешить очень эффективно, если воспользоваться идеями и методами кибернетики, вернее, ее бурно развивающейся области ― теории информации. [А. Жданов, М. Левицкий. Информация на спице: механическая память на столе исследователя // «Химия и жизнь», 1966] [омонимия не снята]"
то еинаминв ьчелвто митэ ястащт, хыртсо ,тщатся этим отвлечь внимание от, острых , ," противоречий жизни в странах империализма,",Л. А. Кассиль. Дело вкуса (1964),Л. А. Кассиль,1905,Дело вкуса,1964,"нехудожественная, публицистика",монография,частная жизнь,,,книга,омонимия не снята,"Потакая подобному вкусу, всячески поддерживая абстрактное искусство, буржуазные идеологи тщатся этим отвлечь внимание отострых противоречий жизни в странах империализма, от неприглядной правды ее, обличаемой прогрессивным реалистическим искусством. [Л. А. Кассиль. Дело вкуса (1964)] [омонимия не снята]"
"алш адгок ,анемерв ет в", яартсо ,"в те времена, когда шла", острая , ," борьба за новую, политическую, идейную",Самуил Маршак. Письма (1950-1964),Самуил Маршак,1887,Письма,1950-1964,"бытовая, нехудожественная, публицистика",письмо,_,,,книга,омонимия не снята,"С Маяковским я встретился в те времена, когда шлаострая борьба за новую, политическую, идейную детскую книгу и за высокое поэтическое мастерство в этой области. [Самуил Маршак. Письма (1950-1964)] [омонимия не снята]"
йотэ в И, йортсо ,И в этой, острой , , схватке с буржуазным миром мы,"Вл.Пименов. Живая легенда // «Огонек», 1961",Вл.Пименов,,Живая легенда,1961,"нехудожественная, публицистика",рецензия,искусство и культура,«Огонек»,1961,журнал,омонимия не снята,"И в этойострой схватке с буржуазным миром мы слышим отзвуки нашей идеологической борьбы с империализмом. [Вл.Пименов. Живая легенда // «Огонек», 1961] [омонимия не снята]"
"хикат олыб ен онвад ,йулажоП", хыртсо ,"Пожалуй, давно не было таких", острых , ," схваток на льду, какие увидели","А. Григорьев. Лавровый венок Тамары Рыловой // «Огонек». № 11, 1959",А. Григорьев,,Лавровый венок Тамары Рыловой,1959,"нехудожественная, публицистика",заметка,спорт,«Огонек». № 11,1959,журнал,омонимия не снята,"Пожалуй, давно не было такихострых схваток на льду, какие увидели свердловчане. [А. Григорьев. Лавровый венок Тамары Рыловой // «Огонек». № 11, 1959] [омонимия не снята]"
",воропс хикраж имакинтсачу ыб как", йортсо ,"как бы участниками жарких споров,", острой , , борьбы характеров.,"Л. Курбатова. Какой ты человек на земле? // «Огонек». № 27, 1959",Л. Курбатова,,Какой ты человек на земле?,1959,"нехудожественная, публицистика",рецензия,искусство и культура,«Огонек». № 27,1959,журнал,омонимия не снята,"Мы, зрители, являемся свидетелями и как бы участниками жарких споров,острой борьбы характеров. [Л. Курбатова. Какой ты человек на земле? // «Огонек». № 27, 1959] [омонимия не снята]"
"отч ,ьтазакс онжом еж есв", яартсо ,"все же можно сказать, что", острая , ," борьба за доли секунды, метры","Л. Хоменков. Победа на «Франклин-филд» // «Огонек». № 31, 1959",Л. Хоменков,,Победа на «Франклин-филд»,1959,"нехудожественная, публицистика",статья,"политика и общественная жизнь, спорт",«Огонек». № 31,1959,журнал,омонимия не снята,"Хотя в первых номерах программы ― в спринтерском беге ― мы уступили Раю Нортону и Б. Пойнтеру, уступили даже в женском забеге негритянке Б. Джонс ( которая в прошлом году в Москве тоже победила наших спортсменок), все же можно сказать, чтоострая борьба за доли секунды, метры и сантиметры началась с первых минут этого замечательного соревнования. [Л. Хоменков. Победа на «Франклин-филд» // «Огонек». № 31, 1959] [омонимия не снята]"
