Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
" ьтибурс отч ,тяловзиос и окьлот", мыртсо ,"только и соизволят, что срубить ", острым , ," топориком табак, свалить его в",Виктор Астафьев. Последний поклон (1968-1991),Виктор Астафьев,1924,Последний поклон,1968-1991,художественная,"повесть, рассказ, цикл",_,,,книга,омонимия не снята,"Пальцы слипаются, душина от рук, горечью рот дерет, а мужики только и соизволят, что срубить острым топориком табак, свалить его в борозды, поморить да связками на чердак поднять. [Виктор Астафьев. Последний поклон (1968-1991)] [омонимия не снята]"
" илакрыкс отиволед ,ишым еыртсуш илажлодорп", имыртсо ,"продолжали шустрые мыши, деловито скыркали ", острыми , ," резцами, брякали, перекатывая кости по",Виктор Астафьев. Последний поклон (1968-1991),Виктор Астафьев,1924,Последний поклон,1968-1991,художественная,"повесть, рассказ, цикл",_,,,книга,омонимия не снята,"Работу, начатую нами, продолжали шустрые мыши, деловито скыркали острыми резцами, брякали, перекатывая кости по полу. [Виктор Астафьев. Последний поклон (1968-1991)] [омонимия не снята]"
" бо ыснижд яаридзар ,зинв иладап", еыртсо ,"падали вниз, раздирая джинсы об ", острые , , пики.,Андрей Макаревич. Все очень просто (1990),Андрей Макаревич,1953,Все очень просто,1990,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Люди, как муравьи, лезли через трехметровые ворота, падали вниз, раздирая джинсы об острые пики. [Андрей Макаревич. Все очень просто (1990)] [омонимия не снята]"
 онтяоревен еикьнелам еикаТ, еыртсо ,Такие маленькие невероятно , острые , ," ножички, как во сне жены Петепра,",Вячеслав Рыбаков. Вечер пятницы (1990),Вячеслав Рыбаков,1954,Вечер пятницы,1990,художественная,рассказ,_,,,книга,омонимия не снята,"Такие маленькие невероятно острые ножички, как во сне жены Петепра, помнишь, в « Иосифе»?  [Вячеслав Рыбаков. Вечер пятницы (1990)] [омонимия не снята]"
 ад мопереч мытсуп с телекС, йортсо ,Скелет с пустым черепом да , острой , , косой ― вот единственный победитель.,Еремей Парнов. Александрийская гемма (1990),Еремей Парнов,1935,Александрийская гемма,1990,художественная,роман,_,,,книга,омонимия не снята,Скелет с пустым черепом да острой косой ― вот единственный победитель. [Еремей Парнов. Александрийская гемма (1990)] [омонимия не снята]
" ыняесу йороток ынидалкереп ,ецинтсел к", имыртсо ,"к лестнице, перекладины которой усеяны ", острыми , , бритвами.,"Леонид Кузнецов. Бухта ароматов // «Вокруг света», 1990",Леонид Кузнецов,,Бухта ароматов,1990,"нехудожественная, публицистика",статья,путешествия,«Вокруг света»,1990,журнал,омонимия не снята,"После этого он подходит к лестнице, перекладины которой усеяны острыми бритвами. [Леонид Кузнецов. Бухта ароматов // «Вокруг света», 1990] [омонимия не снята]"
" как ,теувтсйед яароток ,автилом и", йыртсо ,"и молитва, которая действует, как ", острый , ," меч, нанося раны демонам.",монахиня Игнатия (Петровская). Литургическое наследие преподобного Иосифа Песнописца (1980-1990),монахиня Игнатия (Петровская),1903,Литургическое наследие преподобного Иосифа Песнописца,1980-1990,"нехудожественная, церковно-богословская",статья,религия,,,книга,омонимия не снята,"Оказывается дальше, по преподобному Иосифу, что великую силу в борьбе со злом имеет и молитва, которая действует, как острый меч, нанося раны демонам. [монахиня Игнатия (Петровская). Литургическое наследие преподобного Иосифа Песнописца (1980-1990)] [омонимия не снята]"
" и ,ырук илатхадук и ,имапонс", еыртсо ,"снопами, и кудахтали куры, и ", острые , , косы вжикали по росистой траве…,В. А. Солоухин. Смех за левым плечом (1989),В. А. Солоухин,1924,Смех за левым плечом,1989,художественная,повесть,_,,,книга,омонимия не снята,"Где-то там все уж произошло и совершилось, предопределилось на десятилетия вперед, но в маленьком селе, затерявшемся в зелени владимирского ополья, могла все еще струиться хрустальная речка в цветущих лугах, и плуг взрыхлял, переворачивал с боку на бок пласты суглинка, сдобренного навозом, и сельское стадо дремало на полднях, и скрипели телеги, нагруженные снопами, и кудахтали куры, и острые косы вжикали по росистой траве… [В. А. Солоухин. Смех за левым плечом (1989)] [омонимия не снята]"
" ыноротс йенхрев оге с ,алток", мыртсо ,"котла, с его верхней стороны ", острым , , скребком соскабливался тонкий слой коричневатой,В. А. Солоухин. Смех за левым плечом (1989),В. А. Солоухин,1924,Смех за левым плечом,1989,художественная,повесть,_,,,книга,омонимия не снята,"Благодаря воде каравай легко вынимался из котла, с его верхней стороны острым скребком соскабливался тонкий слой коричневатой пузырчатой накипи, и тогда каравай клали на весы. [В. А. Солоухин. Смех за левым плечом (1989)] [омонимия не снята]"
.ил олам ад …)хапмал в, йыртсО ,в лампах)… да мало ли., Острый , , заступ под давлением ноги в,В. А. Солоухин. Смех за левым плечом (1989),В. А. Солоухин,1924,Смех за левым плечом,1989,художественная,повесть,_,,,книга,омонимия не снята,в лампах)… да мало ли. Острый заступ под давлением ноги в сапоге легко входил в землю и отваливал пласт. [В. А. Солоухин. Смех за левым плечом (1989)] [омонимия не снята]
" но акоп ,игон )еынназявс оньлетиртомсудерп", мыртсо ,"предусмотрительно связанные) ноги, пока он ", острым , ," ножом, не очень- то умело",В. А. Солоухин. Смех за левым плечом (1989),В. А. Солоухин,1924,Смех за левым плечом,1989,художественная,повесть,_,,,книга,омонимия не снята,"Да, отец заставлял меня держать овцу за передние и задние ( впрочем, предусмотрительно связанные) ноги, пока он острым ножом, не очень- то умело ( ведь он не был профессиональным резаком) перерезает ей, оттянув голову назад, беззащитное горло. [В. А. Солоухин. Смех за левым плечом (1989)] [омонимия не снята]"
 алакичто укнивокоб ундО, мыртсо ,Одну боковинку отчикала , острым , ," ножичком, другую…",Руслан Киреев. Четвертая осень (1989),Руслан Киреев,1941,Четвертая осень,1989,художественная,повесть,_,,,книга,омонимия не снята,"Одну боковинку отчикала острым ножичком, другую… [Руслан Киреев. Четвертая осень (1989)] [омонимия не снята]"
 хи илавилбаксто и мелетировтсар яелк, мыртсо ,клея растворителем и отскабливали их , острым , , ножом.,А. Д. Сахаров. Воспоминания (1983-1989),А. Д. Сахаров,1921,Воспоминания,1983-1989,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Несколько часов мы с Люсей вдвоем отмачивали натеки клея растворителем и отскабливали их острым ножом. [А. Д. Сахаров. Воспоминания (1983-1989)] [омонимия не снята]
 микьнелам и укруч ынилд йоннеледерпо, мыртсо ,определенной длины чурку и маленьким , острым , ," топориком, насаженным на короткое топорище,",С. М. Голицын. Записки уцелевшего (1980-1989),С. М. Голицын,1909,Записки уцелевшего,1980-1989,художественная,"мемуары, роман","политика и общественная жизнь, частная жизнь",,,книга,омонимия не снята,"Старик брал из поленницы кленовую, отпиленную определенной длины чурку и маленьким острым топориком, насаженным на короткое топорище, ударял по чурке семь раз, не больше не меньше, и передавал обрубок с углублением на одной стороне старшему сыну, тот с помощью такого же топорика придавал обрубку форму, отдаленно напоминавшую ложку, второй сын обрабатывал ножом. [С. М. Голицын. Записки уцелевшего (1980-1989)] [омонимия не снята]"
 ладЖ, огортсо ,Ждал , острого , ," ножа бульдозера, короткого рева многотонных","Максим Иванов. Московский адрес Шаляпина // «Работница», 1988",Максим Иванов,,Московский адрес Шаляпина,1988,"нехудожественная, публицистика",статья,искусство и культура,«Работница»,1988,журнал,омонимия не снята,"Ждал острого ножа бульдозера, короткого рева многотонных грузовиков, увозящих по ночам на городские свалки битый кирпич и обломки бревен… [Максим Иванов. Московский адрес Шаляпина // «Работница», 1988] [омонимия не снята]"
" ,вапокыВ", мыртсо ,"Выкопав, ", острым , , ножом разрежьте корневища на части.,"Осенние заботы // «Работница», 1988",,,Осенние заботы,1988,"нехудожественная, публицистика",совет,дом и домашнее хозяйство,«Работница»,1988,журнал,омонимия не снята,"Выкопав, острым ножом разрежьте корневища на части. [Осенние заботы // «Работница», 1988] [омонимия не снята]"
 ыцижок то юащичо ыдолп еыдревТ, мыртсо ,Твердые плоды очищаю от кожицы , острым , ," ножом, разрезаю томаты на четыре","Рецепты // «Работница», 1988",,,Рецепты,1988,"нехудожественная, публицистика",рецепт,дом и домашнее хозяйство,«Работница»,1988,журнал,омонимия не снята,"Твердые плоды очищаю от кожицы острым ножом, разрезаю томаты на четыре части и удаляю семечки ( если они оказываются внутри, дольку не трогаю). [Рецепты // «Работница», 1988] [омонимия не снята]"
" с ядевдем ан ,мотел и", йортсо ,"и летом, на медведя с ", острой , ," рогатиной отваживались ходить, лосей, оленей",С. М. Голицын. Сказания о земле Московской (1968-1988),С. М. Голицын,1909,Сказания о земле Московской,1968-1988,"нехудожественная, публицистика",очерк,история,,,книга,омонимия не снята,"Охотились зимой и летом, на медведя с острой рогатиной отваживались ходить, лосей, оленей и косуль с луком и стрелами на водопойных тропах подстерегали, на бобров, соболей, куниц, горностаев, колонков капканы ставили. [С. М. Голицын. Сказания о земле Московской (1968-1988)] [омонимия не снята]"
" ьнечо ,йиктороК", йыртсо ,"Короткий, очень ", острый , , ланцет неумолимо полоснул белую мальчишескую,"Аркадий Вайнер, Георгий Вайнер. Лекарство против страха (1987)","Аркадий Вайнер, Георгий Вайнер",1931 | 1938,Лекарство против страха,1987,художественная,роман,_,,,книга,омонимия не снята,"Короткий, очень острый ланцет неумолимо полоснул белую мальчишескую кожу выше колена ― раз снаружи, раз изнутри, мелькнул светлый слой жира и сразу стал окрашиваться багровой струей хлынувшей в разрез крови. [Аркадий Вайнер, Георгий Вайнер. Лекарство против страха (1987)] [омонимия не снята]"
" а ,хацьлап ее в лыб", йыртсо ,"был в ее пальцах, а ", острый , , скальпель.,Владимир Личутин. Любостай (1987),Владимир Личутин,1940,Любостай,1987,художественная,роман,_,,,книга,омонимия не снята,"Каждое движение женщины было неторопливым и вместе с тем нежным, осторожным и непугливым, будто не пинцет был в ее пальцах, а острый скальпель. [Владимир Личутин. Любостай (1987)] [омонимия не снята]"
" с хищюавижахсар ,вониов зи умокин", имыртсо ,"никому из воинов, расхаживающих с ", острыми , , копьями в руках по тропинке,Глеб Голубев. Сын Неба (1987),Глеб Голубев,1926,Сын Неба,1987,художественная,повесть,_,,,книга,омонимия не снята,"Если бы он знал в тот момент, что его щитом так и не удастся воспользоваться никому из воинов, расхаживающих с острыми копьями в руках по тропинке на вершине крепостных стен и тревожно всматривающихся в ночную тьму!.. [Глеб Голубев. Сын Неба (1987)] [омонимия не снята]"
" как ми ,овтсечинечу отэ ,оно", йыртсо ,"оно, это ученичество, им как ", острый , , нож.,Анатолий Эфрос. Профессия: режиссер (1975-1987),Анатолий Эфрос,1925,Профессия: режиссер,1975-1987,"нехудожественная, публицистика","мемуары, эссе",_,,,книга,омонимия не снята,"Многие думают как раз о том, чтобы скорее выйти из ученичества, поскольку оно, это ученичество, им как острый нож. [Анатолий Эфрос. Профессия: режиссер (1975-1987)] [омонимия не снята]"
" метаз ,туним 03 -02 тюавижредыв", мыртсо ,"выдерживают 20- 30 минут, затем ", острым , , ножом режут на кусочки и,"В. Гельгор. Мороз в середине лета // «Химия и жизнь», 1986",В. Гельгор,,Мороз в середине лета,1986,"нехудожественная, учебно-научная",статья,"биология, наука и технологии",«Химия и жизнь»,1986,журнал,омонимия не снята,"Слегка посыпав сверху мукой, накрывают чистой салфеткой и выдерживают 20- 30 минут, затем острым ножом режут на кусочки и раскатывают их. [В. Гельгор. Мороз в середине лета // «Химия и жизнь», 1986] [омонимия не снята]"
 миовс ьрытагоб тенхам каК, мыртсо ,Как махнет богатырь своим , острым , ," мечом раз- два, так и","В. Рич. Вторая жизнь мамонта, или Откуда у Горыныча хобот // «Химия и жизнь», 1986",В. Рич,,"Вторая жизнь мамонта, или Откуда у Горыныча хобот",1986,"нехудожественная, учебно-научная",статья,"наука и технологии, филология",«Химия и жизнь»,1986,журнал,омонимия не снята,"Как махнет богатырь своим острым мечом раз- два, так и снес у нечистой силы шесть голов; а чудо- юдо ударил ― по колена его в сыру землю вогнал». [В. Рич. Вторая жизнь мамонта, или Откуда у Горыныча хобот // «Химия и жизнь», 1986] [омонимия не снята]"
 иларб ен огороток и менго, еыртсо ,огнем и которого не брали , острые , , копья.,Дмитрий Каралис. Летающий водопроводчик (1986),Дмитрий Каралис,1949,Летающий водопроводчик,1986,художественная,рассказ,_,,,книга,омонимия не снята,"Долго прятались в кустах, подвалах и под крышами строений местные жители, напуганные вознесшимся в небо человеком, который выпускал из ноздрей дым, пил неразведенное вино, сыпал сверху огнем и которого не брали острые копья. [Дмитрий Каралис. Летающий водопроводчик (1986)] [омонимия не снята]"
…нисорек йылеб тенхап окдалС 	, йыртсО ,	 Сладко пахнет белый керосин…, Острый , , нож да хлеба каравай…,Ю. М. Нагибин. Голгофа Мандельштама (1986),Ю. М. Нагибин,1920,Голгофа Мандельштама,1986,"нехудожественная, публицистика",очерк,_,,,книга,омонимия не снята,"посидим,  	 Сладко пахнет белый керосин… Острый нож да хлеба каравай… [Ю. М. Нагибин. Голгофа Мандельштама (1986)] [омонимия не снята]"
" ― акитирк а ,нотеьлеф отЭ", еортсо ,"Это фельетон, а критика ― ", острое , ," оружие… Понимать надо, ― добавил",Евгений Велтистов. Классные и внеклассные приключения необыкновенных первоклассников (1985),Евгений Велтистов,1934,Классные и внеклассные приключения необыкновенных первоклассников,1985,художественная,повесть,_,,,книга,омонимия не снята,"И объяснил словами корреспондента Силкиной: ― Это фельетон, а критика ― острое оружие… Понимать надо, ― добавил он от себя. [Евгений Велтистов. Классные и внеклассные приключения необыкновенных первоклассников (1985)] [омонимия не снята]"
" как ,мымитарвтоен и ,имачут жем", йыртсо ,"меж тучами, и неотвратимым, как ", острый , ," нож, приставленный к горлу, чувством жизни,",Анатолий Ким. Белка (1984),Анатолий Ким,1939,Белка,1984,художественная,роман,_,,,книга,омонимия не снята,"Неужели и мне, внезапно захваченному пронзительно- синим, как щель неба меж тучами, и неотвратимым, как острый нож, приставленный к горлу, чувством жизни, ― мне так и не решить про себя, куда и зачем идти по зеленым туманным узорам отросшей отавы?  [Анатолий Ким. Белка (1984)] [омонимия не снята]"
" и ,ябес алевоп ончаду гурдв", еыртсо ,"вдруг удачно повела себя, и ", острые , , резцы белки глубоко впились в,Анатолий Ким. Белка (1984),Анатолий Ким,1939,Белка,1984,художественная,роман,_,,,книга,омонимия не снята,"Оставшаяся часть вдруг удачно повела себя, и острые резцы белки глубоко впились в переносье чудовища, в мягкую и беззащитную плоть. [Анатолий Ким. Белка (1984)] [омонимия не снята]"
" яслищерем ,омидив ,мачон оп уме", йыртсо ,"ему по ночам, видимо, мерещился ", острый , ," нож с ложбинкой на лезвии,",Виль Липатов. И это все о нем (1984),Виль Липатов,1927,И это все о нем,1984,художественная,роман,_,,,книга,омонимия не снята,"Ему, конечно, было приятно беседовать со своим, сибирским человеком, он, конечно, с большой симпатией относился к Прохорову, во всем доверял ему, но был так запуган, что ему по ночам, видимо, мерещился острый нож с ложбинкой на лезвии, он, наверное, просыпался в холодном поту и от ужаса опять закрывал глаза. [Виль Липатов. И это все о нем (1984)] [омонимия не снята]"
 мыннилд с еьжур в яслитарверп, мыртсо ,превратился в ружье с длинным , острым , , штыком.,Виль Липатов. И это все о нем (1984),Виль Липатов,1927,И это все о нем,1984,художественная,роман,_,,,книга,омонимия не снята,"Потом не стало налима, и вообще ничего не стало, но сачок наконец- то охотно превратился в ружье с длинным острым штыком. [Виль Липатов. И это все о нем (1984)] [омонимия не снята]"
 лакыт акшелА апокдоп ертун момас, мыртсо ,самом нутре подкопа Алешка тыкал , острым , ," ломиком- щупом под ногами, а",Владимир Маканин. Утрата (1984),Владимир Маканин,1937,Утрата,1984,художественная,рассказ,_,,,книга,омонимия не снята,"В темноте, в самом нутре подкопа Алешка тыкал острым ломиком- щупом под ногами, а Пекалов держал свечу. [Владимир Маканин. Утрата (1984)] [омонимия не снята]"
 еенем или еелоб с ундо, мыртсо ,одну с более или менее , острым , , гребнем; а также увидели две,Владимир Маканин. Утрата (1984),Владимир Маканин,1937,Утрата,1984,художественная,рассказ,_,,,книга,омонимия не снята,"Увидели они эти невысокие две горы: одну сточенную временем, а одну с более или менее острым гребнем; а также увидели две сливающиеся речушки, нет, можно и уточнить ― они увидели только Марченовку, тогда она была без названия, но они ее увидели и сказали: смотрите, мол, речушка вся в купах деревьев. [Владимир Маканин. Утрата (1984)] [омонимия не снята]"
 ьшиЛ 	 ишороХ 	 , еыртсо , 	 Хороши 	 Лишь , острые , , карандаши! ,Юрий Дружков (Постников). Волшебная школа (1984),Юрий Дружков (Постников),1927,Волшебная школа,1984,художественная,сказка,_,,,книга,омонимия не снята,Но только помни:  	 Хороши 	 Лишь острые карандаши!  [Юрий Дружков (Постников). Волшебная школа (1984)] [омонимия не снята]
 еиклем тюавылакоп вецьлап икичноК, еыртсо ,Кончики пальцев покалывают мелкие , острые , , иголки.,Геннадий Алексеев. Зеленые берега (1983-1984),Геннадий Алексеев,1932,Зеленые берега,1983-1984,художественная,роман,_,,,книга,омонимия не снята,Кончики пальцев покалывают мелкие острые иголки. [Геннадий Алексеев. Зеленые берега (1983-1984)] [омонимия не снята]
 илыб ивЭ У, еыртсо ,У Эви были , острые , ," лопатки, а позвоночник из холодных",Сергей Довлатов. Компромисс (1981-1984),Сергей Довлатов,1941,Компромисс,1981-1984,художественная,повесть,_,,,книга,омонимия не снята,"У Эви были острые лопатки, а позвоночник из холодных морских камешков… Она тихо вскрикивала и дрожала… Хрупкая пестрая бабочка в неплотно сжатом кулаке… [Сергей Довлатов. Компромисс (1981-1984)] [омонимия не снята]"
" енго ан алилакорп ,икчопярт аларитсыв", йыртсо ,"выстирала тряпочки, прокалила на огне ", острый , , ножик…,Александр Крон. Капитан дальнего плавания (1983),Александр Крон,1909,Капитан дальнего плавания,1983,художественная,повесть,_,,,книга,омонимия не снята,"У старшей девочки на ногах вздулись кровавые волдыри, и Валентина Ивановна решилась самолично сделать операцию: выстирала тряпочки, прокалила на огне острый ножик… [Александр Крон. Капитан дальнего плавания (1983)] [омонимия не снята]"
" витуркоп ,огежзеирп ьтитевсорп ьсяпорот ,)мокичьлоколок", йортсо ,"колокольчиком), торопясь просветить приезжего, покрутив ", острой , ," указкой, объяснила: « Здесь перед нами",В. Лихоносов. Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2 (1983),В. Лихоносов,1936,Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2,1983,художественная,роман,_,,,книга,омонимия не снята,"И экскурсовод Наталья ( пышненькая особа с голоском- колокольчиком), торопясь просветить приезжего, покрутив острой указкой, объяснила: « Здесь перед нами находится самовар XIX века, подаренный, по некоторым сведениям ( у нас где-то записано), крепостной кормилице Анисье каким-то великим князем, ― по некоторым данным, наместником Кавказа…»  [В. Лихоносов. Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2 (1983)] [омонимия не снята]"
" яакак ,гулп тешап окгел как", яартсо ,"как легко пашет плуг, какая ", острая , ," коса, как спеют большие тыквы,",В. Лихоносов. Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2 (1983),В. Лихоносов,1936,Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2,1983,художественная,роман,_,,,книга,омонимия не снята,"Ему, любившему, чтобы хорошо были откормлены волы, вовремя исправлен воз, ему, млевшему оттого, как легко пашет плуг, какая острая коса, как спеют большие тыквы, дыни, кавуны, было тошно застать с возрастом разорение там, где отцы и деды Бурсаков дорожили добром. [В. Лихоносов. Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2 (1983)] [омонимия не снята]"
" ан ьсиласорб ,юуно итсапс яалеж", йыртсо ,"желая спасти оную, бросались на ", острый , , нож или в глубокие реки! ,Н. Эйдельман. Последний летописец (1983),Н. Эйдельман,1930,Последний летописец,1983,"нехудожественная, публицистика",монография,"история, наука и технологии",,,книга,омонимия не снята,"Матери плакали о детях, пред их глазами растоптанных конями татарскими, а девы о своей невинности: сколь многие из них, желая спасти оную, бросались на острый нож или в глубокие реки!  [Н. Эйдельман. Последний летописец (1983)] [омонимия не снята]"
 и теавыБ, йортсо ,Бывает и , острой , ," топор, а в дерево с","Алексей Иванов. За рекой, за речкой (1982)",Алексей Иванов,1969,"За рекой, за речкой",1982,художественная,роман,_,,,книга,омонимия не снята,"Бывает и острой топор, а в дерево с хрустом лезет… Мой вон без шума работает. [Алексей Иванов. За рекой, за речкой (1982)] [омонимия не снята]"
 ин ьсилаваддоп ен ежад и, умортсо ,и даже не поддавались ни , острому , ," ножу, ни тяжелому топору.","Аркадий Кощеев. Царство флоры // «Уральский следопыт», 1982",Аркадий Кощеев,,Царство флоры,1982,"нехудожественная, публицистика",статья,природа,«Уральский следопыт»,1982,журнал,омонимия не снята,"Сапожные колодки, сделанные из осины и высушенные особым способом, были самыми крепкими и легкими: они не трескались, долго не изнашивались и даже не поддавались ни острому ножу, ни тяжелому топору. [Аркадий Кощеев. Царство флоры // «Уральский следопыт», 1982] [омонимия не снята]"
 ан ьсюаминдоП, йыртсо ,Поднимаюсь на , острый , , гребень.,"Ю. Борисихин. Отвага // «Уральский следопыт», 1982",Ю. Борисихин,,Отвага,1982,"нехудожественная, публицистика",очерк,путешествия,«Уральский следопыт»,1982,журнал,омонимия не снята,"Поднимаюсь на острый гребень. [Ю. Борисихин. Отвага // «Уральский следопыт», 1982] [омонимия не снята]"
 тилавто онмонокэ ацищвадорп йороток то, мыртсо ,от которой продавщица экономно отвалит , острым , , ножом небольшой кусок.,Анатолий Приставкин. Ночевала тучка золотая (1981),Анатолий Приставкин,1931,Ночевала тучка золотая,1981,художественная,повесть,_,,,книга,омонимия не снята,"Но каждый талон, и два, и три, только малая часть целой буханки, от которой продавщица экономно отвалит острым ножом небольшой кусок. [Анатолий Приставкин. Ночевала тучка золотая (1981)] [омонимия не снята]"
" щиравот йом ,щиравот йоМ", йыртсо ,"Мой товарищ, мой товарищ ", острый , ," нож,  	 Ох, да сабля",Анатолий Приставкин. Ночевала тучка золотая (1981),Анатолий Приставкин,1931,Ночевала тучка золотая,1981,художественная,повесть,_,,,книга,омонимия не снята,"Мой товарищ, мой товарищ острый нож,  	 Ох, да сабля ли- хо- дей- ка!  [Анатолий Приставкин. Ночевала тучка золотая (1981)] [омонимия не снята]"
" отдуб оге визнорп ,еолшорп олсерксов", мыртсо ,"воскресло прошлое, пронзив его будто ", острым , , ножом.,"Гассан Канафани (перевод). Возвращение в Хафу // «Огонек», 1981",Гассан Канафани (перевод),1936,Возвращение в Хафу,1981,художественная,"отрывок, роман",_,«Огонек»,1981,журнал,омонимия не снята,"В памяти воскресло прошлое, пронзив его будто острым ножом. [Гассан Канафани (перевод). Возвращение в Хафу // «Огонек», 1981] [омонимия не снята]"
" горип ьтазерзар ,тенытсаз оно адгоК", мыртсо ,"Когда оно застынет, разрезать пирог ", острым , , ножом на пирожные — нож,"Л. Витальева. Летний десерт // «Работница», 1980",Л. Витальева,,Летний десерт,1980,"нехудожественная, публицистика","рецепт, цикл",дом и домашнее хозяйство,«Работница»,1980,журнал,омонимия не снята,"Когда оно застынет, разрезать пирог острым ножом на пирожные — нож каждый раз надо опускать в горячую воду. [Л. Витальева. Летний десерт // «Работница», 1980] [омонимия не снята]"
" оге яазеран ,абелх огонажр икйап", мыртсо ,"пайки ржаного хлеба, нарезая его ", острым , ," ножом, каждый раз опуская нож",В. П. Катаев. Уже написан Вертер (1979),В. П. Катаев,1897,Уже написан Вертер,1979,художественная,повесть,_,,,книга,омонимия не снята,"Она увидела утро Первого мая и лавочные весы с медными чашками, на которых бывший меньшевик, а ныне беспартийный, некто по фамилии Кейлис, завхоз, лысый пожилой еврей в старорежимном люстриновом пиджаке, педантично взвешивал первомайские пайки ржаного хлеба, нарезая его острым ножом, каждый раз опуская нож в ведро с водой, чтобы липкий хлеб лучше резался. [В. П. Катаев. Уже написан Вертер (1979)] [омонимия не снята]"
 алш окгеЛ, яартсо ,Легко шла , острая , ," пила, двумя руками в варежках",Г. Я. Бакланов. Навеки девятнадцатилетние (1979),Г. Я. Бакланов,1923,Навеки девятнадцатилетние,1979,художественная,повесть,_,,,книга,омонимия не снята,"Легко шла острая пила, двумя руками в варежках Саша тянула ее на себя, потом и варежки скинула: жарко сделалось. [Г. Я. Бакланов. Навеки девятнадцатилетние (1979)] [омонимия не снята]"
 еомас онеревод олыб укинтобартилоп оннеми, еортсо ,именно политработнику было доверено самое , острое , , оружие в годы войны.,Л. И. Брежнев. Малая земля (1979),Л. И. Брежнев,1906,Малая земля,1979,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"И если учесть, что боевой дух войск всегда признавался важнейшим фактором стойкости войск, то именно политработнику было доверено самое острое оружие в годы войны. [Л. И. Брежнев. Малая земля (1979)] [омонимия не снята]"
" енолксобен мотсич ан ьсяавывосирыв ,сел", имыртсо ,"лес, вырисовываясь на чистом небосклоне ", острыми , , пиками елей.,А. А. Есенина. Родное и близкое (1960-1979),А. А. Есенина,1911,Родное и близкое,1960-1979,"нехудожественная, публицистика",мемуары,"искусство и культура, частная жизнь",,,книга,омонимия не снята,"Лишь где-то далеко, за много километров, чернеет лес, вырисовываясь на чистом небосклоне острыми пиками елей. [А. А. Есенина. Родное и близкое (1960-1979)] [омонимия не снята]"
 к евтсйязох в ябес у, мыртсо ,у себя в хозяйстве к , острым , , ножам.,Константин Симонов. Так называемая личная жизнь/ Мы не увидимся с тобой... (1978),Константин Симонов,1915,Так называемая личная жизнь/ Мы не увидимся с тобой...,1978,художественная,повесть,_,,,книга,омонимия не снята,Я привыкла у себя в хозяйстве к острым ножам. [Константин Симонов. Так называемая личная жизнь/ Мы не увидимся с тобой... (1978)] [омонимия не снята]
