Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
",йоксретиднок в ежад ,ханизагам В", йыртсо ,"В магазинах, даже в кондитерской,", острый , , запах рыбы и соленой воды.,С. Д. Кржижановский. Хорошее море (1937),С. Д. Кржижановский,1887,Хорошее море,1937,"нехудожественная, публицистика",очерк,путешествия,,,книга,омонимия не снята,"В магазинах, даже в кондитерской,острый запах рыбы и соленой воды. [С. Д. Кржижановский. Хорошее море (1937)] [омонимия не снята]"
".адусоп ,ляедо и мшок акпотс", йыртсО ,"стопка кошм и одеял, посуда.", Острый , , запах бараньей шерсти и кумыса,Михаил Ромм. Штурм Пика Сталина (1933-1937),Михаил Ромм,1901,Штурм Пика Сталина,1933-1937,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"стопка кошм и одеял, посуда. Острый запах бараньей шерсти и кумыса стоит в воздухе. [Михаил Ромм. Штурм Пика Сталина (1933-1937)] [омонимия не снята]"
лянлопан юньлапс юунметулоП, йыртсо ,Полутемную спальню наполнял, острый , ," запах цветов, идущий из сада.",А. Н. Толстой. Гиперболоид инженера Гарина (1925-1927-1937),А. Н. Толстой,1882,Гиперболоид инженера Гарина,1925-1927-1937,художественная,роман,_,,,книга,омонимия не снята,"Полутемную спальню наполнялострый запах цветов, идущий из сада. [А. Н. Толстой. Гиперболоид инженера Гарина (1925-1927-1937)] [омонимия не снята]"
"ьнечо ,йыбосО", йыртсо ,"Особый, очень", острый , ," запах осоки смешивался со сладкой,",В. П. Катаев. Белеет парус одинокий (1936),В. П. Катаев,1897,Белеет парус одинокий,1936,художественная,повесть,_,,,книга,омонимия не снята,"Особый, оченьострый запах осоки смешивался со сладкой, какой-то ореховой вонью болиголова, от которой действительно начинала болеть голова. [В. П. Катаев. Белеет парус одинокий (1936)] [омонимия не снята]"
ляотс емод В, йыртсо ,В доме стоял, острый , ," запах медикаментов, книг, камфары, необходимой",В. Ф. Ходасевич. Жизнь Василия Травникова (1936),В. Ф. Ходасевич,1886,Жизнь Василия Травникова,1936,художественная,рассказ,_,,,книга,омонимия не снята,"В доме стоялострый запах медикаментов, книг, камфары, необходимой для сохранения бабочек, и ароматического уксуса, кипевшего в маленькой курильнице. [В. Ф. Ходасевич. Жизнь Василия Травникова (1936)] [омонимия не снята]"
олавадто оген тО, мыртсо ,От него отдавало, острым , ," запахом лука и, что сразу",Н. А. Островский. Как закалялась сталь (1930-1934),Н. А. Островский,1904,Как закалялась сталь,1930-1934,художественная,роман,_,,,книга,омонимия не снята,"От него отдавалоострым запахом лука и, что сразу уловил топкий нюх Корчагина, винным перегаром. [Н. А. Островский. Как закалялась сталь (1930-1934)] [омонимия не снята]"
":ълибюл ъкат отч ,от ълянирпсов", йыртсо ,"воспринялъ то, что такъ любилъ:", острый , ," запахъ сыроватаго дерна, упругость его",В. В. Набоков. Подвиг (1932),В. В. Набоков,1899,Подвиг,1932,художественная,роман,_,,,книга,омонимия не снята,"Погодя всѣ одиннадцать человѣкъ гуськомъ выбѣжали изъ павильона, и Мартынъ разомъ воспринялъ то, что такъ любилъ:острый запахъ сыроватаго дерна, упругость его подъ ногой, тысячу людей на скамейкахъ, черную проплѣшину въ дернѣ у воротъ и гулкій звукъ, ― это покикивала противная команда. [В. В. Набоков. Подвиг (1932)] [омонимия не снята]"
.волуксум икзявс и икчуп еывелод, йыртсО ,долевые пучки и связки мускулов., Острый , ," запах крови, как тогда, вызвал",М. А. Шолохов. Поднятая целина. Книга 1 (1932),М. А. Шолохов,1905,Поднятая целина. Книга 1,1932,художественная,роман,_,,,книга,омонимия не снята,"долевые пучки и связки мускулов. Острый запах крови, как тогда, вызвал припадок тошноты, заставил качнуться. [М. А. Шолохов. Поднятая целина. Книга 1 (1932)] [омонимия не снята]"
.мосавк тюавилаз и молсам мынялпонок, йыртсО ,конопляным маслом и заливают квасом., Острый , , запах мурцовки мешается с запахом,И. С. Шмелев. Богомолье (1930-1931),И. С. Шмелев,1873,Богомолье,1930-1931,художественная,повесть,_,,,книга,омонимия не снята,конопляным маслом и заливают квасом. Острый запах мурцовки мешается с запахом цветов. [И. С. Шмелев. Богомолье (1930-1931)] [омонимия не снята]
",рагис хывёшед и кобурт амыд", огортсо ,"дыма трубок и дешёвых сигар,", острого , , запаха женского пота и тошнотворно-,Н. Н. Шпанов. Домик у пролива (1930),Н. Н. Шпанов,1896,Домик у пролива,1930,художественная,повесть,_,,,книга,омонимия не снята,"Разноязычный говор сливался в неясный гул, фонари, огромные, как решета, лили расслабленный свет в воздух, представлявший собою густую смесь из сладко терпкого дыма трубок и дешёвых сигар,острого запаха женского пота и тошнотворно- приторной пудры. [Н. Н. Шпанов. Домик у пролива (1930)] [омонимия не снята]"
"он ,йикгёл лидохси ёен тО", йыртсо ,"От неё исходил лёгкий, но", острый , ," запах чеснока, черемши и ещё",Н. Н. Шпанов. Домик у пролива (1930),Н. Н. Шпанов,1896,Домик у пролива,1930,художественная,повесть,_,,,книга,омонимия не снята,"От неё исходил лёгкий, ноострый запах чеснока, черемши и ещё чего-то трудно определимого, но непременно присущего китайским прачкам и портным. [Н. Н. Шпанов. Домик у пролива (1930)] [омонимия не снята]"
"с ьсишвашемс ,ьнов огЕ", мыртсо ,"Его вонь, смешавшись с", острым , ," запахом чеснока, пота и отхожих",Н. Н. Шпанов. Домик у пролива (1930),Н. Н. Шпанов,1896,Домик у пролива,1930,художественная,повесть,_,,,книга,омонимия не снята,"Его вонь, смешавшись сострым запахом чеснока, пота и отхожих мест, ударила в нос так, что даже попривыкший уже Ласкин замотал головой. [Н. Н. Шпанов. Домик у пролива (1930)] [омонимия не снята]"
"и йикзилб он ,итремс к", йыртсо ,"к смерти, но близкий и", острый , , запах « Шипра» заставил веки,С. Д. Кржижановский. Странствующее «странно» (1930),С. Д. Кржижановский,1887,Странствующее «странно»,1930,художественная,повесть,_,,,книга,омонимия не снята,"В ужасе, я сжал веки, приготовившись к смерти, но близкий иострый запах « Шипра» заставил веки разжаться снова. [С. Д. Кржижановский. Странствующее «странно» (1930)] [омонимия не снята]"
ирдзон олапарацо енм »арпиШ «, мыртсо ,« Шипра» мне оцарапало ноздри, острым , ," запахом ртути и спирта, я",С. Д. Кржижановский. Странствующее «странно» (1930),С. Д. Кржижановский,1887,Странствующее «странно»,1930,художественная,повесть,_,,,книга,омонимия не снята,"Лишь когда вместо милого « Шипра» мне оцарапало ноздриострым запахом ртути и спирта, я понял, что сбился с дороги. [С. Д. Кржижановский. Странствующее «странно» (1930)] [омонимия не снята]"
"яслисонод инхук зи ,ысач илаклещ", йыртсо ,"щелкали часы, из кухни доносился", острый , , запах соленой рыбы.,Максим Горький. Жизнь Клима Самгина. Часть 3 (1928),Максим Горький,1868,Жизнь Клима Самгина. Часть 3,1928,художественная,роман,_,,,книга,омонимия не снята,"В кармане жилета замедленно щелкали часы, из кухни доносилсяострый запах соленой рыбы. [Максим Горький. Жизнь Клима Самгина. Часть 3 (1928)] [омонимия не снята]"
"илавовтсвучоп идюл ыботч ,ецдрес еокстед", йыртсо ,"детское сердце, чтобы люди почувствовали", острый , , запах судьбы вокруг человека.,Ю. Н. Тынянов. Смерть Вазир-Мухтара (1928),Ю. Н. Тынянов,1894,Смерть Вазир-Мухтара,1928,художественная,роман,_,,,книга,омонимия не снята,"Должно было выйти за литературу, за столичную жизнь, размахнуться Кавказом и Персией, до конца износить легкое, детское сердце, чтобы люди почувствовалиострый запах судьбы вокруг человека. [Ю. Н. Тынянов. Смерть Вазир-Мухтара (1928)] [омонимия не снята]"
".ежилб лешодоп ,игаш яашиту ,нитнавК", йыртсО ,"Квантин, утишая шаги, подошел ближе.", Острый , , запах проникал сквозь ноздри в,С. Д. Кржижановский. Боковая ветка (1927-1928),С. Д. Кржижановский,1887,Боковая ветка,1927-1928,художественная,рассказ,_,,,книга,омонимия не снята,"Квантин, утишая шаги, подошел ближе. Острый запах проникал сквозь ноздри в мозг. [С. Д. Кржижановский. Боковая ветка (1927-1928)] [омонимия не снята]"
вонахраб аз-зи олунуд елачанВ, мыртсо ,Вначале дунуло из-за барханов, острым , ," душком кизячного дыма, и от",Б. А. Лавренев. Сорок первый (1924),Б. А. Лавренев,1891,Сорок первый,1924,художественная,повесть,_,,,книга,омонимия не снята,"Вначале дунуло из-за бархановострым душком кизячного дыма, и от запаха сжало желудки едкой спазмой. [Б. А. Лавренев. Сорок первый (1924)] [омонимия не снята]"
"…монтяп мыла иляиз ,морап мылпет", йыртсО ,"теплым паром, зияли алым пятном…", Острый , ," запах крови был привычен, ―",Б. Губер. Шарашкина контора (1924),Б. Губер,1903,Шарашкина контора,1924,художественная,повесть,_,,,книга,омонимия не снята,"теплым паром, зияли алым пятном… Острый запах крови был привычен, ― кровь стекала ручейками в канавку, мешалась с навозной жижей, текла в подворотню… [Б. Губер. Шарашкина контора (1924)] [омонимия не снята]"
"яслинмопаз ― ,инерис вотсук елзов", йыртсо ,"возле кустов сирени, ― запомнился", острый , ," запах шпанских мух, ― он,",И. А. Бунин. Митина любовь (1924),И. А. Бунин,1870,Митина любовь,1924,художественная,повесть,_,,,книга,омонимия не снята,"Когда-то и где-то, должно быть, тоже весной, в саду, возле кустов сирени, ― запомнилсяострый запах шпанских мух, ― он, совсем маленький, стоял с какой-то молодой женщиной, ― вероятно, с своей нянькой, ― и вдруг что-то точно озарилось перед ним небесным светом, ― не то лицо ее, не то сарафан на полной груди, ― и что-то горячей волной прошло, взыграло в нем, истинно как дитя во чреве матери… [И. А. Бунин. Митина любовь (1924)] [омонимия не снята]"
ляотС, йыртсо ,Стоял, острый , ," запах тепла, конюшен, опилок и",А. С. Грин. Блистающий мир (1923),А. С. Грин,1880,Блистающий мир,1923,художественная,рассказ,_,,,книга,омонимия не снята,"Стоялострый запах тепла, конюшен, опилок и тонких духов ― традиционный аромат цирка, родственный пестроте представления. [А. С. Грин. Блистающий мир (1923)] [омонимия не снята]"
и имикориш с одатс еонморго, имыртсо ,огромное стадо с широкими и, острыми , , запахами.,Вс. В. Иванов. Голубые пески (1923),Вс. В. Иванов,1895,Голубые пески,1923,художественная,повесть,_,,,книга,омонимия не снята,"Женщин Балиханов, как все азиаты, любил полных, чтобы мясо плыло, как огромное стадо с широкими иострыми запахами. [Вс. В. Иванов. Голубые пески (1923)] [омонимия не снята]"
.водолп юьтсежят доп илмез од, йыртсО ,до земли под тяжестью плодов., Острый , ," запах окутал сады, там гомонили",Максим Горький. Мои университеты (1923),Максим Горький,1868,Мои университеты,1923,художественная,повесть,_,,,книга,омонимия не снята,"до земли под тяжестью плодов. Острый запах окутал сады, там гомонили дети, собирая червобоину и сбитые ветром жёлтые и розовые яблоки. [Максим Горький. Мои университеты (1923)] [омонимия не снята]"
"с ,акчотсил хишьлобен авд илыб", мыртсо ,"были два небольших листочка, с", острым , , запахом свежей типографской краски.,В. М. Чернов. Записки социалиста революционера (1922),В. М. Чернов,1873,Записки социалиста революционера,1922,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"То были два небольших листочка, сострым запахом свежей типографской краски. [В. М. Чернов. Записки социалиста революционера (1922)] [омонимия не снята]"
"йымоканз и ,улоп ан атоп", йыртсо ,"пота на полу, и знакомый", острый , ," запах душил меня, как выхухоль;",Д. С. Мережковский. Александр Первый (1922),Д. С. Мережковский,1866,Александр Первый,1922,художественная,роман,_,,,книга,омонимия не снята,"Я глядел, и голова у меня кружилась; иногда забывался, как будто терял сознание, и казалось мне, что вместе со всеми лечу и я; иногда опоминался и видел, как плясуны, изнеможенные, остановившись, выжимали мокрые от пота рубахи, вытирали полотенцами лужи пота на полу, и знакомыйострый запах душил меня, как выхухоль; но тотчас же опять забывался я. [Д. С. Мережковский. Александр Первый (1922)] [омонимия не снята]"
В, мортсо ,В, остром , , запахе тающих смол 	 Подо,М. А. Бекетова. В цепях тягостной свободы... (1922),М. А. Бекетова,1862,В цепях тягостной свободы...,1922,"нехудожественная, публицистика",мемуары,искусство и культура,,,книга,омонимия не снята,Востром запахе тающих смол 	 Подо мной распахнулась окрестность… [М. А. Бекетова. В цепях тягостной свободы... (1922)] [омонимия не снята]
"и вохуд ,ырдуп йовосир ,асуксум", мыртсо ,"мускуса, рисовой пудры, духов и", острым , , запахом страсти.,П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 1) (1922),П. Н. Краснов,1869,От Двуглавого Орла к красному знамени (книга 1),1922,художественная,роман,_,,,книга,омонимия не снята,"Она наполнила весь кабинет раздражающим запахом мускуса, рисовой пудры, духов иострым запахом страсти. [П. Н. Краснов. От Двуглавого Орла к красному знамени (книга 1) (1922)] [омонимия не снята]"
и йымоканз яахыдв и ее, йыртсо ,ее и вдыхая знакомый и, острый , ," запах лошадиного пота, он шептал ей","Б. В. Савинков (В. Ропшин). То, чего не было (1918)",Б. В. Савинков (В. Ропшин),1879,"То, чего не было",1918,художественная,роман,"история, политика и общественная жизнь",,,книга,омонимия не снята,"Целуя ее и вдыхая знакомый иострый запах лошадиного пота, он шептал ей ласковые слова:  [Б. В. Савинков (В. Ропшин). То, чего не было (1918)] [омонимия не снята]"
",йижевс ушылс я отч ,ястежак", йыртсо ,"кажется, что я слышу свежий,", острый , ," запах новых слов, чувствую, как",Максим Горький. Несвоевременные мысли (1917-1918),Максим Горький,1868,Несвоевременные мысли,1917-1918,"нехудожественная, публицистика",статья,"искусство и культура, политика и общественная жизнь",,,книга,омонимия не снята,"Город, как улей весной, когда проснулись пчелы; мне кажется, что я слышу свежий,острый запах новых слов, чувствую, как всюду творится мед и воск новых мыслей. [Максим Горький. Несвоевременные мысли (1917-1918)] [омонимия не снята]"
азалг ле омипретсен хародирок хиксечимедака, йыртсо ,академических коридорах нестерпимо ел глаза, острый , , запах миазмов от удобств старого,И. Е. Репин. Далекое близкое (1912-1917),И. Е. Репин,1844,Далекое близкое,1912-1917,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"В длинных академических коридорах нестерпимо ел глазаострый запах миазмов от удобств старого закала: коридоры еще не были разгорожены, как теперь. [И. Е. Репин. Далекое близкое (1912-1917)] [омонимия не снята]"
"олхап адгесв ,йотсадург и йоньлис", мыртсо ,"сильной и грудастой, всегда пахло", острым , ," запахом лошадиного пота, как от","А. Н. Будищев. Изломы любви // журнал «Пробуждение», 1912, No 4, 1912",А. Н. Будищев,1867,Изломы любви,1912,художественная,рассказ,_,"журнал «Пробуждение», 1912, No 4",1912,журнал,омонимия не снята,"И притом от всей ее фигуры ― широкой, сильной и грудастой, всегда пахлоострым запахом лошадиного пота, как от лошади, которую только что, после скачки, расседлали. [А. Н. Будищев. Изломы любви // журнал «Пробуждение», 1912, No 4, 1912] [омонимия не снята]"
"и ,лепос олежят ахупраК", йыртсо ,"Карпуха тяжело сопел, и", острый , , запах пота отделялся от его,А. Н. Будищев. Семибоярские (1912),А. Н. Будищев,1867,Семибоярские,1912,художественная,рассказ,_,,,книга,омонимия не снята,"Карпуха тяжело сопел, иострый запах пота отделялся от его розовой щегольской рубахи с малиновыми гранеными пуговицами. [А. Н. Будищев. Семибоярские (1912)] [омонимия не снята]"
".акдолом ,отч аляретоп илА", йыртсО ,"Али потеряла что, молодка.", Острый , ," запах цигарки, картуз ловкий, крепкие,",Б. К. Зайцев. Аграфена (1908),Б. К. Зайцев,1881,Аграфена,1908,художественная,повесть,_,,,книга,омонимия не снята,"Али потеряла что, молодка. Острый запах цигарки, картуз ловкий, крепкие, как из жил, руки. [Б. К. Зайцев. Аграфена (1908)] [омонимия не снята]"
ёен то лидохси окьлот :ынйат, йыртсо ,тайны: только исходил от неё, острый , , запах каких-то трав.,В. Я. Брюсов. Огненный ангел (1908),В. Я. Брюсов,1873,Огненный ангел,1908,художественная,роман,_,,,книга,омонимия не снята,"Потом, при свете сальной лампочки, раскрыл я ящичек с мазью, данной мне Ренатою, и попытался определить её состав, но зеленоватая, жирная масса не выдавала своей тайны: только исходил от неёострый запах каких-то трав. [В. Я. Брюсов. Огненный ангел (1908)] [омонимия не снята]"
"с ьтсокдиж ясяащямыд ,ьтсокдиж яачугж", мыртсо ,"жгучая жидкость, дымящаяся жидкость с", острым , ," запахом, бурый землистый налет на",Н. О. Лосский. Обоснование интуитивизма (1906-1908),Н. О. Лосский,1870,Обоснование интуитивизма,1906-1908,"нехудожественная, учебно-научная",монография,философия,,,книга,омонимия не снята,"Утверждая, что железная вещь, лежащая в воде, покрывается ржавчиной или что прибавление соляной кислоты к раствору ляписа приводит к образованию хлористого серебра, мы опять-таки имеем дело с объектами, которые налицо в самом процесс знания: прозрачная, пресная на вкус жидкость, жгучая жидкость, дымящаяся жидкость сострым запахом, бурый землистый налет на металле, белые хлопья осаждающегося хлористого серебра и т. д. присутствуют в процессе утверждения [Н. О. Лосский. Обоснование интуитивизма (1906-1908)] [омонимия не снята]"
"оге дереп ,моцбереж мыннеревуомас мыннилд", мыртсо ,"длинным самоуверенным жеребцом, перед его", острым , ," запахом злой лошади, крутым верблюжьим",А. И. Куприн. Изумруд (1907),А. И. Куприн,1870,Изумруд,1907,художественная,рассказ,_,,,книга,омонимия не снята,"Но Изумруд чувствовал в душе некоторую боязнь перед этим длинным самоуверенным жеребцом, перед егоострым запахом злой лошади, крутым верблюжьим кадыком, мрачными запавшими глазами и особенно перед его крепким, точно каменным, костяком, закаленным годами, усиленным бегом и прежними драками. [А. И. Куприн. Изумруд (1907)] [омонимия не снята]"
"литущо ,едобоЛ к лешодоп веабаБ", йыртсо ,"Бабаев подошел к Лободе, ощутил", острый , ," запах его пота, скользнул глазами",С. Н. Сергеев-Ценский. Бабаев (1906-1907),С. Н. Сергеев-Ценский,1875,Бабаев,1906-1907,художественная,роман,_,,,книга,омонимия не снята,"Бабаев подошел к Лободе, ощутилострый запах его пота, скользнул глазами по волосатому куску груди, выступавшему из рубахи… Стало странно, точно подошел к исповеди. [С. Н. Сергеев-Ценский. Бабаев (1906-1907)] [омонимия не снята]"
йищядолом от-йокак юобос с илсенирП, йыртсо ,Принесли с собою какой-то молодящий, острый , ," запах оттуда, сверху, точно это",С. Н. Сергеев-Ценский. Бабаев (1906-1907),С. Н. Сергеев-Ценский,1875,Бабаев,1906-1907,художественная,роман,_,,,книга,омонимия не снята,"Принесли с собою какой-то молодящийострый запах оттуда, сверху, точно это просто окропили землю тонкими духами. [С. Н. Сергеев-Ценский. Бабаев (1906-1907)] [омонимия не снята]"
"и йотсорп ,йынжолс и йыннашемс", йыртсо ,"смешанный и сложный, простой и", острый , , запах роста и силы.,С. Н. Сергеев-Ценский. Бабаев (1906-1907),С. Н. Сергеев-Ценский,1875,Бабаев,1906-1907,художественная,роман,_,,,книга,омонимия не снята,"Это был смешанный и сложный, простой иострый запах роста и силы. [С. Н. Сергеев-Ценский. Бабаев (1906-1907)] [омонимия не снята]"
лажардзар оге ециньлоб В, йыртсо ,В больнице его раздражал, острый , , запах йодоформа.,А. И. Куприн. Жрец (1905),А. И. Куприн,1870,Жрец,1905,художественная,рассказ,_,,,книга,омонимия не снята,В больнице его раздражалострый запах йодоформа. [А. И. Куприн. Жрец (1905)] [омонимия не снята]
натипорп лыб худзоВ, мыртсо ,Воздух был пропитан, острым , ," запахом, свойственным жилью мелких хищников.",А. И. Куприн. Поединок (1905),А. И. Куприн,1870,Поединок,1905,художественная,повесть,_,,,книга,омонимия не снята,"Воздух был пропитанострым запахом, свойственным жилью мелких хищников. [А. И. Куприн. Поединок (1905)] [омонимия не снята]"
натипорп лыб худзоВ, мыртсо ,Воздух был пропитан, острым , , запахом моря и жирными испарениями,В. А. Поссе. Певец протестующей тоски (М. Горький. Очерки и рассказы. 2 тома. 1898 г.) (1904),В. А. Поссе,1864,Певец протестующей тоски (М. Горький. Очерки и рассказы. 2 тома. 1898 г.),1904,"нехудожественная, публицистика",статья,"искусство и культура, политика и общественная жизнь",,,книга,омонимия не снята,"Воздух был пропитанострым запахом моря и жирными испарениями земли, незадолго до вечера обильно смоченной дождем. [В. А. Поссе. Певец протестующей тоски (М. Горький. Очерки и рассказы. 2 тома. 1898 г.) (1904)] [омонимия не снята]"
",атанмок яанчарм ,яаншуД", йыртсо ,"Душная, мрачная комната,", острый , ," запахъ лекарствъ, тусклое небо, шумъ","Н. П. Анненкова-Бернар. Бабушкина внучка // Вестник Европы, 1902",Н. П. Анненкова-Бернар,1864,Бабушкина внучка,1902,художественная,повесть,_,Вестник Европы,1902,журнал,омонимия не снята,"Душная, мрачная комната,острый запахъ лекарствъ, тусклое небо, шумъ дерева подъ окномъ, бѣлая бабочка, случайно залетѣвшая въ комнату, мутные глаза умирающей старухи, въ своемъ жалкомъ одиночествѣ цѣпляющейся за жизнь, ― Ненси не въ силахъ была больше выдержать. [Н. П. Анненкова-Бернар. Бабушкина внучка // Вестник Европы, 1902] [омонимия не снята]"
"и ,окморг и олежят илашыд", йыртсо ,"дышали тяжело и громко, и", острый , , запах их пота был слышен,А. И. Куприн. В цирке (1901),А. И. Куприн,1870,В цирке,1901,художественная,рассказ,_,,,книга,омонимия не снята,"Они дышали тяжело и громко, иострый запах их пота был слышен в первых рядах партера. [А. И. Куприн. В цирке (1901)] [омонимия не снята]"
.икчонаб еынчешорк и илытуб еындаморг, йыртсО ,громадные бутыли и крошечные баночки., Острый , ," запах отделялся от ядовитых солей,",Д. С. Мережковский. Воскресшие Боги. Леонардо да Винчи (1901),Д. С. Мережковский,1866,Воскресшие Боги. Леонардо да Винчи,1901,художественная,роман,_,,,книга,омонимия не снята,"громадные бутыли и крошечные баночки. Острый запах отделялся от ядовитых солей, щелоков, кислот. [Д. С. Мережковский. Воскресшие Боги. Леонардо да Винчи (1901)] [омонимия не снята]"
"юуннатипорп и юундалхорп ,утанмок изюлаж", мыртсо ,"жалюзи комнату, прохладную и пропитанную", острым , ," запахом креозота и йода, с",К. М. Станюкович. Дождался (1901),К. М. Станюкович,1843,Дождался,1901,художественная,рассказ,_,,,книга,омонимия не снята,"И с этими словами Неволин вошел в свою большую, полутемную от опущенных жалюзи комнату, прохладную и пропитаннуюострым запахом креозота и йода, с довольно приличной обстановкой для пансиона в восемь франков в сутки. [К. М. Станюкович. Дождался (1901)] [омонимия не снята]"
",ыдя отэ ,адварП", йыртсо ,"Правда, это яды,", острый , , запах которых отравляет дыхание.,В. Г. Короленко. Знаменитость конца века (1898),В. Г. Короленко,1853,Знаменитость конца века,1898,"нехудожественная, публицистика",статья,политика и общественная жизнь,,,книга,омонимия не снята,"Правда, это яды,острый запах которых отравляет дыхание. [В. Г. Короленко. Знаменитость конца века (1898)] [омонимия не снята]"
и ыварт йохус мотамора с, мыртсо ,с ароматом сухой травы и, острым , , запахом сыромятных ремней.,В. Г. Короленко. Слепой музыкант (1886-1898),В. Г. Короленко,1853,Слепой музыкант,1886-1898,художественная,повесть,_,,,книга,омонимия не снята,Специфический запах конюшни смешивался с ароматом сухой травы иострым запахом сыромятных ремней. [В. Г. Короленко. Слепой музыкант (1886-1898)] [омонимия не снята]
нещысан лыб худзоВ, мыртсо ,Воздух был насыщен, острым , , запахом послегрозовой свежести и тягучим,А. И. Куприн. Нарцисс (1897),А. И. Куприн,1870,Нарцисс,1897,художественная,рассказ,_,,,книга,омонимия не снята,Воздух был насыщенострым запахом послегрозовой свежести и тягучим ароматом белой акации. [А. И. Куприн. Нарцисс (1897)] [омонимия не снята]
".ьсолишерзар орокс ,мечорпв ,оге еинемуодеН", йыртсО ,"Недоумение его, впрочем, скоро разрешилось.", Острый , ," запах водки, распространявшийся по всей",К. М. Станюкович. Максимка (1896),К. М. Станюкович,1843,Максимка,1896,художественная,рассказ,_,,,книга,омонимия не снята,"Недоумение его, впрочем, скоро разрешилось. Острый запах водки, распространявшийся по всей палубе, и удовлетворенно- серьезные лица матросов, которые, возвращаясь со шканцев, утирали усы своими засмоленными шершавыми руками, напомнили маленькому негру о том, что и на « Бетси» раз в неделю матросам давали по стакану рома, и о том, что капитан пил его ежедневно и, как казалось мальчику, больше, чем бы следовало. [К. М. Станюкович. Максимка (1896)] [омонимия не снята]"
нещысан худзоВ, мыртсо ,Воздух насыщен, острым , ," запахом мелких хищников: лис, куниц",А. И. Куприн. В зверинце (1895),А. И. Куприн,1870,В зверинце,1895,художественная,рассказ,_,,,книга,омонимия не снята,"Воздух насыщенострым запахом мелких хищников: лис, куниц и рысей, смешанным с запахом испортившегося сырого мяса и птичьего помета. [А. И. Куприн. В зверинце (1895)] [омонимия не снята]"
",юьтфен хынненлопан ,водзеоп еинахыморг ,авитомокол", йыртсо ,"локомотива, громыхание поездов, наполненных нефтью,", острый , , запах угля…,Е. А. Соловьев-Андреевич. Л. Н. Толстой. Его жизнь и литературная деятельность (1895),Е. А. Соловьев-Андреевич,1867,Л. Н. Толстой. Его жизнь и литературная деятельность,1895,"нехудожественная, публицистика",монография,искусство и культура,,,книга,омонимия не снята,"Теперь, правда, большая дорога пролегает там и здесь, в долине Куры, то и дело слышится свист локомотива, громыхание поездов, наполненных нефтью,острый запах угля… [Е. А. Соловьев-Андреевич. Л. Н. Толстой. Его жизнь и литературная деятельность (1895)] [омонимия не снята]"
натипорп лыб худзоВ, мыртсо ,Воздух был пропитан, острым , , запахом моря и жирными испарениями,Максим Горький. Старуха Изергиль (1895),Максим Горький,1868,Старуха Изергиль,1895,художественная,рассказ,_,,,книга,омонимия не снята,"Воздух был пропитанострым запахом моря и жирными испарениями земли, незадолго до вечера обильно смоченной дождем. [Максим Горький. Старуха Изергиль (1895)] [омонимия не снята]"
",имяьверед имывецнаремоп и имыннисьлепа с", еортсо ,"с апельсинными и померанцевыми деревьями,", острое , , благоухание которых далеко разносится и,Ф. И. Буслаев. Римская вилла княгини З. А. Волконской (1895),Ф. И. Буслаев,1818,Римская вилла княгини З. А. Волконской,1895,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"По ту сторону Тибра, на улице Lungara, к берегам этой реки раскинут обширный сад с апельсинными и померанцевыми деревьями,острое благоухание которых далеко разносится и по улице, и даже через реку. [Ф. И. Буслаев. Римская вилла княгини З. А. Волконской (1895)] [омонимия не снята]"
с кечобурт ясхищярук хикьлоксен комыД, мыртсо ,Дымок нескольких курящихся трубочек с, острым , , запахом махорки приятно щекотал обоняние,К. М. Станюкович. Рождественская ночь (1892),К. М. Станюкович,1843,Рождественская ночь,1892,художественная,рассказ,_,,,книга,омонимия не снята,Дымок нескольких курящихся трубочек сострым запахом махорки приятно щекотал обоняние беседующих гребцов. [К. М. Станюкович. Рождественская ночь (1892)] [омонимия не снята]
",йомолос юешвингереп и йелмез юоннахапсвежевс", мыртсо ,"свежевспаханною землей и перегнившею соломой,", острым , , запахом навоза.,"А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)",А. И. Эртель,1855,"Гарденины, их дворня, приверженцы и враги",1889,художественная,роман,_,,,книга,омонимия не снята,"Сильно пахло сыростью, свежевспаханною землей и перегнившею соломой,острым запахом навоза. [А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)] [омонимия не снята]"
",генед хындем еьнакявз ,хемс ,ытортсо", йыртсо ,"остроты, смех, звяканье медных денег,", острый , , запах скипидара…,"А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)",А. И. Эртель,1855,"Гарденины, их дворня, приверженцы и враги",1889,художественная,роман,_,,,книга,омонимия не снята,"Вот длинный ряд дрянных холщовых и рогожных навесов; толпятся бабы со свертками холста; мелькают мускулистые, выше локтя засученные руки; точно частая барабанная дробь шлепают и стучат « набойки»; белый холст выскакивает синею и коричневою пестрядью; крупные остроты, смех, звяканье медных денег,острый запах скипидара… [А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)] [омонимия не снята]"
