Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
" ,йоксретиднок в ежад ,ханизагам В", йыртсо ,"В магазинах, даже в кондитерской, ", острый , , запах рыбы и соленой воды.,С. Д. Кржижановский. Хорошее море (1937),С. Д. Кржижановский,1887,Хорошее море,1937,"нехудожественная, публицистика",очерк,путешествия,,,книга,омонимия не снята,"В магазинах, даже в кондитерской, острый запах рыбы и соленой воды. [С. Д. Кржижановский. Хорошее море (1937)] [омонимия не снята]"
" яслунусыв ,ьсалаврорп агамуБ", йыртсо ,"Бумага прорвалась, высунулся ", острый , , шип.,С. Д. Мстиславский. Грач ― птица весенняя (1937),С. Д. Мстиславский,1876,Грач ― птица весенняя,1937,художественная,повесть,_,,,книга,омонимия не снята,"Бумага прорвалась, высунулся острый шип. [С. Д. Мстиславский. Грач ― птица весенняя (1937)] [омонимия не снята]"
".адусоп ,ляедо и мшок акпотс", йыртсО ,"стопка кошм и одеял, посуда.", Острый , , запах бараньей шерсти и кумыса,Михаил Ромм. Штурм Пика Сталина (1933-1937),Михаил Ромм,1901,Штурм Пика Сталина,1933-1937,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"стопка кошм и одеял, посуда. Острый запах бараньей шерсти и кумыса стоит в воздухе. [Михаил Ромм. Штурм Пика Сталина (1933-1937)] [омонимия не снята]"
 лянлопан юньлапс юунметулоП, йыртсо ,Полутемную спальню наполнял , острый , ," запах цветов, идущий из сада.",А. Н. Толстой. Гиперболоид инженера Гарина (1925-1927-1937),А. Н. Толстой,1882,Гиперболоид инженера Гарина,1925-1927-1937,художественная,роман,_,,,книга,омонимия не снята,"Полутемную спальню наполнял острый запах цветов, идущий из сада. [А. Н. Толстой. Гиперболоид инженера Гарина (1925-1927-1937)] [омонимия не снята]"
 и мынневонгм гурдв ьсолавыркто обен, мыртсо ,небо открывалось вдруг мгновенным и , острым , ," светом, сверкнувшим из-под трамвайного провода.",А. П. Платонов. Счастливая Москва (1936),А. П. Платонов,1899,Счастливая Москва,1936,художественная,роман,_,,,книга,омонимия не снята,"Далекое зарево трепетало над центром города, волнуясь в бегущих тучах, и огромное загроможденное мраком небо открывалось вдруг мгновенным и острым светом, сверкнувшим из-под трамвайного провода. [А. П. Платонов. Счастливая Москва (1936)] [омонимия не снята]"
" ьнечо ,йыбосО", йыртсо ,"Особый, очень ", острый , ," запах осоки смешивался со сладкой,",В. П. Катаев. Белеет парус одинокий (1936),В. П. Катаев,1897,Белеет парус одинокий,1936,художественная,повесть,_,,,книга,омонимия не снята,"Особый, очень острый запах осоки смешивался со сладкой, какой-то ореховой вонью болиголова, от которой действительно начинала болеть голова. [В. П. Катаев. Белеет парус одинокий (1936)] [омонимия не снята]"
 ляотс емод В, йыртсо ,В доме стоял , острый , ," запах медикаментов, книг, камфары, необходимой",В. Ф. Ходасевич. Жизнь Василия Травникова (1936),В. Ф. Ходасевич,1886,Жизнь Василия Травникова,1936,художественная,рассказ,_,,,книга,омонимия не снята,"В доме стоял острый запах медикаментов, книг, камфары, необходимой для сохранения бабочек, и ароматического уксуса, кипевшего в маленькой курильнице. [В. Ф. Ходасевич. Жизнь Василия Травникова (1936)] [омонимия не снята]"
 мокшилс ьсилаватсо евтсвуч моксечиротси момас, еыртсо ,самом историческом чувстве оставались слишком , острые , , отзвуки эстетизма и символизма…,Георгий Флоровский. Пути русского богословия (1936),Георгий Флоровский,1893,Пути русского богословия,1936,"нехудожественная, учебно-научная, церковно-богословская",монография,"религия, философия",,,книга,омонимия не снята,В самом историческом чувстве оставались слишком острые отзвуки эстетизма и символизма… [Георгий Флоровский. Пути русского богословия (1936)] [омонимия не снята]
 нидо в ьтсоньлетизарбоос юовс юсв, йыртсо ,всю свою сообразительность в один , острый , , луч и им пробивает опасность.,С. Ф. Буданцев. Школа мужественных (1936),С. Ф. Буданцев,1896,Школа мужественных,1936,художественная,рассказ,_,,,книга,омонимия не снята,"Здесь человек, оставшись наедине с опасностью, собирает все хладнокровие, превращает всю свою сообразительность в один острый луч и им пробивает опасность. [С. Ф. Буданцев. Школа мужественных (1936)] [омонимия не снята]"
 едорв отчен ьтадюлбан ястидохирп еж, йортсо ,же приходится наблюдать нечто вроде , острой , ," вспышки с галлюцинациями, бредом и",В. А. Гиляровский. Психиатрия. Гл. 20-29 (1935),В. А. Гиляровский,1875,Психиатрия. Гл. 20-29,1935,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии",,,книга,омонимия не снята,"Ясное обнаружение болезни иногда имеет место как дальнейшее и постепенное развитие начальных симптомов шизофренической расщепленности, иногда же приходится наблюдать нечто вроде острой вспышки с галлюцинациями, бредом и значительным возбуждением. [В. А. Гиляровский. Психиатрия. Гл. 20-29 (1935)] [омонимия не снята]"
 яавреП, яартсо ,Первая , острая , , вспышка болезни обычно заканчивается падением,В. А. Гиляровский. Психиатрия. Гл. 20-29 (1935),В. А. Гиляровский,1875,Психиатрия. Гл. 20-29,1935,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии",,,книга,омонимия не снята,Первая острая вспышка болезни обычно заканчивается падением температуры и смягчением болезненных расстройств с полным исчезновением некоторых из них. [В. А. Гиляровский. Психиатрия. Гл. 20-29 (1935)] [омонимия не снята]
" ,йынзором охус ,йикря лыб ьнеД", йыртсо ,"День был яркий, сухо морозный, ", острый , ," блеск снега неприятно ослеплял глаза,",Максим Горький. Жизнь Клима Самгина. Часть 4 (1928-1935),Максим Горький,1868,Жизнь Клима Самгина. Часть 4,1928-1935,художественная,роман,_,,,книга,омонимия не снята,"День был яркий, сухо морозный, острый блеск снега неприятно ослеплял глаза, раздражали уколы и щипки мороза, и вспоминалось темное, остроносое лицо Варвары, обиженно или удивленно приподнятые брови, криво приоткрытые губы. [Максим Горький. Жизнь Клима Самгина. Часть 4 (1928-1935)] [омонимия не снята]"
 оН, йыртсо ,Но , острый , ," блеск глаз и задорный, резкий",Максим Горький. Жизнь Клима Самгина. Часть 4 (1928-1935),Максим Горький,1868,Жизнь Клима Самгина. Часть 4,1928-1935,художественная,роман,_,,,книга,омонимия не снята,"Но острый блеск глаз и задорный, резкий голос напомнил Самгину Тагильского товарищем прокурора, которому поручено какое-[то] особенное расследование темного дела по убийству Марины Зотовой. [Максим Горький. Жизнь Клима Самгина. Часть 4 (1928-1935)] [омонимия не снята]"
 йокат к оге алинолкс ьтсоннелболзо, йортсо ,озлобленность склонила его к такой , острой , ," вспышке ненависти, ― мы принуждены",М. Агеев. Роман с кокаином (1934),М. Агеев,1898,Роман с кокаином,1934,художественная,роман,_,,,книга,омонимия не снята,"Таким образом, предположение о том, будто Иванов еще до кашля был сколько-нибудь озлоблен, и что эта- то его общая озлобленность склонила его к такой острой вспышке ненависти, ― мы принуждены отстранить как негодное. [М. Агеев. Роман с кокаином (1934)] [омонимия не снята]"
 олавадто оген тО, мыртсо ,От него отдавало , острым , ," запахом лука и, что сразу",Н. А. Островский. Как закалялась сталь (1930-1934),Н. А. Островский,1904,Как закалялась сталь,1930-1934,художественная,роман,_,,,книга,омонимия не снята,"От него отдавало острым запахом лука и, что сразу уловил топкий нюх Корчагина, винным перегаром. [Н. А. Островский. Как закалялась сталь (1930-1934)] [омонимия не снята]"
" теавызыв ,яинанимопирп еынневтсбос ан сав", еыртсо ,"вас на собственные припоминания, вызывает ", острые , , вспышки памяти о своем давнем,"А. Л. Бем. Правда прошлого // «Молва», 1933",А. Л. Бем,1886,Правда прошлого,1933,"нехудожественная, публицистика",рецензия,"наука и технологии, филология",«Молва»,1933,газета,омонимия не снята,"Но ее рассказ все время толкает вас на собственные припоминания, вызывает острые вспышки памяти о своем давнем прошлом. [А. Л. Бем. Правда прошлого // «Молва», 1933] [омонимия не снята]"
" он ,еикторок тюавызыв окдерен ,яинеортсан", еыртсо ,"настроения, нередко вызывают короткие, но ", острые , ," вспышки отчаяния, ведущие к непоправимым","П. Б. Ганнушкин. Клиника психопатий, их статика, динамика, систематика (1933)",П. Б. Ганнушкин,1875,"Клиника психопатий, их статика, динамика, систематика",1933,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии, психология",,,книга,омонимия не снята,"Ошибки, совершенные молодыми людьми при общей их неустойчивости и свойственной им склонности к беспричинным расстройствам настроения, нередко вызывают короткие, но острые вспышки отчаяния, ведущие к непоправимым поступкам, например к попыткам на самоубийство. [П. Б. Ганнушкин. Клиника психопатий, их статика, динамика, систематика (1933)] [омонимия не снята]"
 еелоб котатсо ыб как тюялватсдерп, хыртсо ,представляют как бы остаток более , острых , ," вспышек, соответствовавших моменту начального переживания;","П. Б. Ганнушкин. Клиника психопатий, их статика, динамика, систематика (1933)",П. Б. Ганнушкин,1875,"Клиника психопатий, их статика, динамика, систематика",1933,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии, психология",,,книга,омонимия не снята,"Формы этого последнего рода и составляют главную массу психиатрических наблюдений, причем только в небольшой части случаев они представляют как бы остаток более острых вспышек, соответствовавших моменту начального переживания; сплошь и рядом депрессивное состояние развивается постепенно, достигая максимального напряжения лишь через некоторый промежуток времени после момента психической травмы. [П. Б. Ганнушкин. Клиника психопатий, их статика, динамика, систематика (1933)] [омонимия не снята]"
" еешвяис едг-еок ,обен еокря ,ахудзов", йортсо ,"воздуха, яркое небо, кое-где сиявшее ", острой , , прозеленью между быстро плывущими дымчато-,И. А. Бунин. Жизнь Арсеньева. Юность (1927-1933),И. А. Бунин,1870,Жизнь Арсеньева. Юность,1927-1933,художественная,роман,_,,,книга,омонимия не снята,"Было солнечно, как часто бывает у нас в октябре, но даже в городе насквозь прохватывал резкий северный ветер, и всё было необыкновенно чисто, ясно, просторно ― пролеты улиц, дали пустых окрестностей, точно совсем лишенных воздуха, яркое небо, кое-где сиявшее острой прозеленью между быстро плывущими дымчато- белыми облаками… [И. А. Бунин. Жизнь Арсеньева. Юность (1927-1933)] [омонимия не снята]"
" ,ьлартсим ьнед ьсеВ", йыртсо ,"Весь день мистраль, ", острый , ," шелест пальм, тревожный зимний блеск.",И. А. Бунин. Жизнь Арсеньева. Юность (1927-1933),И. А. Бунин,1870,Жизнь Арсеньева. Юность,1927-1933,художественная,роман,_,,,книга,омонимия не снята,"Весь день мистраль, острый шелест пальм, тревожный зимний блеск. [И. А. Бунин. Жизнь Арсеньева. Юность (1927-1933)] [омонимия не снята]"
" :ълибюл ъкат отч ,от ълянирпсов", йыртсо ,"воспринялъ то, что такъ любилъ: ", острый , ," запахъ сыроватаго дерна, упругость его",В. В. Набоков. Подвиг (1932),В. В. Набоков,1899,Подвиг,1932,художественная,роман,_,,,книга,омонимия не снята,"Погодя всѣ одиннадцать человѣкъ гуськомъ выбѣжали изъ павильона, и Мартынъ разомъ воспринялъ то, что такъ любилъ: острый запахъ сыроватаго дерна, упругость его подъ ногой, тысячу людей на скамейкахъ, черную проплѣшину въ дернѣ у воротъ и гулкій звукъ, ― это покикивала противная команда. [В. В. Набоков. Подвиг (1932)] [омонимия не снята]"
.волуксум икзявс и икчуп еывелод, йыртсО ,долевые пучки и связки мускулов., Острый , ," запах крови, как тогда, вызвал",М. А. Шолохов. Поднятая целина. Книга 1 (1932),М. А. Шолохов,1905,Поднятая целина. Книга 1,1932,художественная,роман,_,,,книга,омонимия не снята,"долевые пучки и связки мускулов. Острый запах крови, как тогда, вызвал припадок тошноты, заставил качнуться. [М. А. Шолохов. Поднятая целина. Книга 1 (1932)] [омонимия не снята]"
 окьлот яслизарто огоксвератукС иинанзос мотунселпсар, йыртсо ,расплеснутом сознании Скутаревского отразился только , острый , , блик чайной ложки в недопитом,Л. М. Леонов. Скутаревский (1930-1932),Л. М. Леонов,1899,Скутаревский,1930-1932,художественная,роман,_,,,книга,омонимия не снята,"Он казался лохматее обычного и озабоченней, но в расплеснутом сознании Скутаревского отразился только острый блик чайной ложки в недопитом стакане. [Л. М. Леонов. Скутаревский (1930-1932)] [омонимия не снята]"
.мосавк тюавилаз и молсам мынялпонок, йыртсО ,конопляным маслом и заливают квасом., Острый , , запах мурцовки мешается с запахом,И. С. Шмелев. Богомолье (1930-1931),И. С. Шмелев,1873,Богомолье,1930-1931,художественная,повесть,_,,,книга,омонимия не снята,конопляным маслом и заливают квасом. Острый запах мурцовки мешается с запахом цветов. [И. С. Шмелев. Богомолье (1930-1931)] [омонимия не снята]
 и йохил ман йымоканз ошорох, йыртсо ,хорошо знакомый нам лихой и , острый , , блеск.,Л. А. Кассиль. Кондуит и Швамбрания (1928-1931),Л. А. Кассиль,1905,Кондуит и Швамбрания,1928-1931,художественная,повесть,_,,,книга,омонимия не снята,"И, когда он улыбается, в них вспыхивает хорошо знакомый нам лихой и острый блеск. [Л. А. Кассиль. Кондуит и Швамбрания (1928-1931)] [омонимия не снята]"
" еымеазерзар ,анарат ыраду как ,ацто", мыртсо ,"отца, как удары тарана, разрезаемые ", острым , ," визгом, как саблей дамасскою, Льва;",Андрей Белый. Начало века (1930),Андрей Белый,1880,Начало века,1930,художественная,мемуары,_,,,книга,омонимия не снята,"Отец уже пятит усы, ощетинившись ими, как морж; Лев, держа его за руки, дьяволическим хохотом, а не словами ― раззадоривает; и уже сплошной гавк отца, как удары тарана, разрезаемые острым визгом, как саблей дамасскою, Льва; друг друга не слушали: себя слушали; и в два голоса, вертясь в углу вкруг друг друга, друг другу кричали, болтаясь локтями: один ― за светлейшее, знаете, будущее человека; другой, что [Андрей Белый. Начало века (1930)] [омонимия не снята]"
" с икираш ,моватсос мынненго с", имыртсо ,"с огненным составом, шарики с ", острыми , ," шипами, которые бросают при атаке",Б. С. Житков. Черные паруса (1930),Б. С. Житков,1882,Черные паруса,1930,художественная,повесть,_,,,книга,омонимия не снята,"Капеллан читал латинские молитвы и кропил пушки, мушкеты, арбалеты, спустился вниз и кропил камни, которые служили вместо ядер, глиняные горшки с огненным составом, шарики с острыми шипами, которые бросают при атаке на палубу врагам. [Б. С. Житков. Черные паруса (1930)] [омонимия не снята]"
 имишьлоб нежасу ьшолпс и вортем, имыртсо ,метров и сплошь усажен большими , острыми , ," шипами, из самой середины листвы",В. К. Арсеньев. Сквозь тайгу (1930),В. К. Арсеньев,1872,Сквозь тайгу,1930,художественная,повесть,_,,,книга,омонимия не снята,"Ствол ее достигает высоты от трех до пяти метров и сплошь усажен большими острыми шипами, из самой середины листвы поднимается кверху большое бело- желтое соцветие. [В. К. Арсеньев. Сквозь тайгу (1930)] [омонимия не снята]"
" ,еыннилД", еыртсо ,"Длинные, ", острые , , шипы и сережки красных кислых,В. К. Арсеньев. Сквозь тайгу (1930),В. К. Арсеньев,1872,Сквозь тайгу,1930,художественная,повесть,_,,,книга,омонимия не снята,"Длинные, острые шипы и сережки красных кислых ягод убедили меня в том, что я имею дело с барбарисом амурским. [В. К. Арсеньев. Сквозь тайгу (1930)] [омонимия не снята]"
" ,рагис хывёшед и кобурт амыд", огортсо ,"дыма трубок и дешёвых сигар, ", острого , , запаха женского пота и тошнотворно-,Н. Н. Шпанов. Домик у пролива (1930),Н. Н. Шпанов,1896,Домик у пролива,1930,художественная,повесть,_,,,книга,омонимия не снята,"Разноязычный говор сливался в неясный гул, фонари, огромные, как решета, лили расслабленный свет в воздух, представлявший собою густую смесь из сладко терпкого дыма трубок и дешёвых сигар, острого запаха женского пота и тошнотворно- приторной пудры. [Н. Н. Шпанов. Домик у пролива (1930)] [омонимия не снята]"
" он ,йикгёл лидохси ёен тО", йыртсо ,"От неё исходил лёгкий, но ", острый , ," запах чеснока, черемши и ещё",Н. Н. Шпанов. Домик у пролива (1930),Н. Н. Шпанов,1896,Домик у пролива,1930,художественная,повесть,_,,,книга,омонимия не снята,"От неё исходил лёгкий, но острый запах чеснока, черемши и ещё чего-то трудно определимого, но непременно присущего китайским прачкам и портным. [Н. Н. Шпанов. Домик у пролива (1930)] [омонимия не снята]"
" с ьсишвашемс ,ьнов огЕ", мыртсо ,"Его вонь, смешавшись с ", острым , ," запахом чеснока, пота и отхожих",Н. Н. Шпанов. Домик у пролива (1930),Н. Н. Шпанов,1896,Домик у пролива,1930,художественная,повесть,_,,,книга,омонимия не снята,"Его вонь, смешавшись с острым запахом чеснока, пота и отхожих мест, ударила в нос так, что даже попривыкший уже Ласкин замотал головой. [Н. Н. Шпанов. Домик у пролива (1930)] [омонимия не снята]"
" и йикзилб он ,итремс к", йыртсо ,"к смерти, но близкий и ", острый , , запах « Шипра» заставил веки,С. Д. Кржижановский. Странствующее «странно» (1930),С. Д. Кржижановский,1887,Странствующее «странно»,1930,художественная,повесть,_,,,книга,омонимия не снята,"В ужасе, я сжал веки, приготовившись к смерти, но близкий и острый запах « Шипра» заставил веки разжаться снова. [С. Д. Кржижановский. Странствующее «странно» (1930)] [омонимия не снята]"
 ирдзон олапарацо енм »арпиШ «, мыртсо ,« Шипра» мне оцарапало ноздри , острым , ," запахом ртути и спирта, я",С. Д. Кржижановский. Странствующее «странно» (1930),С. Д. Кржижановский,1887,Странствующее «странно»,1930,художественная,повесть,_,,,книга,омонимия не снята,"Лишь когда вместо милого « Шипра» мне оцарапало ноздри острым запахом ртути и спирта, я понял, что сбился с дороги. [С. Д. Кржижановский. Странствующее «странно» (1930)] [омонимия не снята]"
" мидивен лыб ,ецьлырк ан умешведис", йыртсо ,"сидевшему на крыльце, был невидим ", острый , ," луч, ударивший через окно во",А. П. Гайдар. Школа (1929),А. П. Гайдар,1904,Школа,1929,художественная,повесть,_,,,книга,омонимия не снята,"Часовому, сидевшему на крыльце, был невидим острый луч, ударивший через окно во внутреннюю стену избы. [А. П. Гайдар. Школа (1929)] [омонимия не снята]"
" яслагредаз ,хулс в ьсяавылакв ,онпазенВ", йыртсо ,"Внезапно, вкалываясь в слух, задергался ", острый , , голос: ,С. Д. Кржижановский. Воспоминания о будущем (1929),С. Д. Кржижановский,1887,Воспоминания о будущем,1929,художественная,повесть,_,,,книга,омонимия не снята,"Внезапно, вкалываясь в слух, задергался острый голос:  [С. Д. Кржижановский. Воспоминания о будущем (1929)] [омонимия не снята]"
" еикря и ,буг хынжен ясхищюабылу", еыртсо ,"улыбающихся нежных губ, и яркие ", острые , ," блики в глазах, и тонкие",А. И. Куприн. Инна (1928),А. И. Куприн,1870,Инна,1928,художественная,рассказ,_,,,книга,омонимия не снята,"Ах, красота женских лиц, освещаемых снизу живым огнем, этот блеск белых зубов и прелесть улыбающихся нежных губ, и яркие острые блики в глазах, и тонкие пальчики, делающие восковые катышки. [А. И. Куприн. Инна (1928)] [омонимия не снята]"
" в ,ароб огокелад етонреч йенис", мортсо ,"синей черноте далекого бора, в ", остром , ," блеске извилистой реки на скошенном,",М. Барсуков. Нерассказанная любовь (1928),М. Барсуков,,Нерассказанная любовь,1928,художественная,повесть,_,,,книга,омонимия не снята,"Поля там широким холмом поднимались к лесу, оставляя внизу долину в пестрых, неярких полосах пашен, черных гнездовьях деревень, синей черноте далекого бора, в остром блеске извилистой реки на скошенном, ровном, как стол, лугу, голубом тумане рощ и в белых, сияющих точках едва видного, на самый горизонт закинутого монастыря. [М. Барсуков. Нерассказанная любовь (1928)] [омонимия не снята]"
" яслисонод инхук зи ,ысач илаклещ", йыртсо ,"щелкали часы, из кухни доносился ", острый , , запах соленой рыбы.,Максим Горький. Жизнь Клима Самгина. Часть 3 (1928),Максим Горький,1868,Жизнь Клима Самгина. Часть 3,1928,художественная,роман,_,,,книга,омонимия не снята,"В кармане жилета замедленно щелкали часы, из кухни доносился острый запах соленой рыбы. [Максим Горький. Жизнь Клима Самгина. Часть 3 (1928)] [омонимия не снята]"
" с ,юьчер йовилшаруд с ,йолесев", мыртсо ,"веселой, с дурашливой речью, с ", острым , ," блеском синеватых, задорных глаз.",Максим Горький. Жизнь Клима Самгина. Часть 3 (1928),Максим Горький,1868,Жизнь Клима Самгина. Часть 3,1928,художественная,роман,_,,,книга,омонимия не снята,"Он редко встречал эту девушку, помнил ее веселой, с дурашливой речью, с острым блеском синеватых, задорных глаз. [Максим Горький. Жизнь Клима Самгина. Часть 3 (1928)] [омонимия не снята]"
" илавовтсвучоп идюл ыботч ,ецдрес еокстед", йыртсо ,"детское сердце, чтобы люди почувствовали ", острый , , запах судьбы вокруг человека.,Ю. Н. Тынянов. Смерть Вазир-Мухтара (1928),Ю. Н. Тынянов,1894,Смерть Вазир-Мухтара,1928,художественная,роман,_,,,книга,омонимия не снята,"Должно было выйти за литературу, за столичную жизнь, размахнуться Кавказом и Персией, до конца износить легкое, детское сердце, чтобы люди почувствовали острый запах судьбы вокруг человека. [Ю. Н. Тынянов. Смерть Вазир-Мухтара (1928)] [омонимия не снята]"
 оге ано иньлок отч и, мыртсо ,и что кольни она его , острым , , лучом в ту напряженно сжатую,"В. В. Набоков. Король, дама, валет (1927-1928)",В. В. Набоков,1899,"Король, дама, валет",1927-1928,художественная,роман,_,,,книга,омонимия не снята,"Ей казалось тогда, что ее лучи пронзают его насквозь, и что кольни она его острым лучом в ту напряженно сжатую частицу его души, где таится сдержанный образ убийства, эта частица взорвется, пружина соскочит, и он мгновенно ринется. [В. В. Набоков. Король, дама, валет (1927-1928)] [омонимия не снята]"
".ежилб лешодоп ,игаш яашиту ,нитнавК", йыртсО ,"Квантин, утишая шаги, подошел ближе.", Острый , , запах проникал сквозь ноздри в,С. Д. Кржижановский. Боковая ветка (1927-1928),С. Д. Кржижановский,1887,Боковая ветка,1927-1928,художественная,рассказ,_,,,книга,омонимия не снята,"Квантин, утишая шаги, подошел ближе. Острый запах проникал сквозь ноздри в мозг. [С. Д. Кржижановский. Боковая ветка (1927-1928)] [омонимия не снята]"
 с икнитсалп еынзележ ― икшок, имыртсо ,кошки ― железные пластинки с , острыми , ," шипами и ремнями, которые и",В. А. Гиляровский. Мои скитания (1927),В. А. Гиляровский,1853,Мои скитания,1927,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Вместо сапог я обулся в поршни из буйволовой кожи, которые пришлось надевать мокрыми, чтобы по ноге сели, а на пояс повесил кошки ― железные пластинки с острыми шипами и ремнями, которые и прикручивались к ноге, к подошвам, шипами наружу. [В. А. Гиляровский. Мои скитания (1927)] [омонимия не снята]"
" с укинратсук умоньлетитарвто умотэ ,макчюлок", имыртсо ,"колючкам, этому отвратительному кустарнику с ", острыми , ," шипами, которым все леса кругом",В. А. Гиляровский. Мои скитания (1927),В. А. Гиляровский,1853,Мои скитания,1927,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Через неделю и я стал оборванцем благодаря колючкам, этому отвратительному кустарнику с острыми шипами, которым все леса кругом переплетены: одно спасение от него ― кинжал. [В. А. Гиляровский. Мои скитания (1927)] [омонимия не снята]"
" ,еинис еыннилд туди икдапмал тО", еыртсо ,"От лампадки идут длинные синие, ", острые , , лучи.,"И. В. Одоевцева. Сухая солома // «Новый дом», №3, 1927",И. В. Одоевцева,1895,Сухая солома,1927,художественная,рассказ,_,"«Новый дом», №3",1927,журнал,омонимия не снята,"От лампадки идут длинные синие, острые лучи. [И. В. Одоевцева. Сухая солома // «Новый дом», №3, 1927] [омонимия не снята]"
 ьтичгямс оньлисоп ясхищямертс онтсевосорбод он, еыртсо ,но добросовестно стремящихся посильно смягчить , острые , , шипы кризиса.,Н. В. Устрялов. Под знаком революции (1927),Н. В. Устрялов,1890,Под знаком революции,1927,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,"Интеллигентский саботаж был актом глубоко политическим, он именно знаменовал собою активное нежелание небольшевистской интеллигенции примириться с ролью работников- спецов, не ответственных за политический курс правительства, но добросовестно стремящихся посильно смягчить острые шипы кризиса. [Н. В. Устрялов. Под знаком революции (1927)] [омонимия не снята]"
" еыводерб ,воротва хыратс edicul eihof", еыртсо ,"fohie lucide старых авторов, бредовые ", острые , ," вспышки, вспышки у дегенерантов, везании,",Т. И. Юдин. Психопатические конституции (1926),Т. И. Юдин,,Психопатические конституции,1926,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии",,,книга,омонимия не снята,"Сюда относились fohie lucide старых авторов, бредовые острые вспышки, вспышки у дегенерантов, везании, обсессии, резонирующая мания, folie persecutes persecuteurs. [Т. И. Юдин. Психопатические конституции (1926)] [омонимия не снята]"
 к илев яинавижереп еыртсо адгесв, мыртсо ,всегда острые переживания вели к , острым , ," вспышкам и, наоборот, иногда при",Т. И. Юдин. Психопатические конституции (1926),Т. И. Юдин,,Психопатические конституции,1926,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии",,,книга,омонимия не снята,"Однако, далеко не всегда с устранением причин переживания наступало корригирование бреда; не всегда острые переживания вели к острым вспышкам и, наоборот, иногда при хронических конфликтах все же наступало выздоровление. [Т. И. Юдин. Психопатические конституции (1926)] [омонимия не снята]"
" ,юиненм умешан оп ,йачулс йынсеретни", йортсо ,"интересный случай, по нашему мнению, ", острой , , вспышки pseudologia phantastica описан П.,Т. И. Юдин. Психопатические конституции (1926),Т. И. Юдин,,Психопатические конституции,1926,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии",,,книга,омонимия не снята,"Другой, еще более интересный случай, по нашему мнению, острой вспышки pseudologia phantastica описан П. Б. Ганнушкиным в его диссертации « Острая паранойя». [Т. И. Юдин. Психопатические конституции (1926)] [омонимия не снята]"
 еппург еж йотэ К, хыртсо ,К этой же группе , острых , , вспышек « фантастической» конституции принадлежит,Т. И. Юдин. Психопатические конституции (1926),Т. И. Юдин,,Психопатические конституции,1926,"нехудожественная, учебно-научная",монография,"здоровье и медицина, наука и технологии",,,книга,омонимия не снята,К этой же группе острых вспышек « фантастической» конституции принадлежит и большой ряд тюремных психозов. [Т. И. Юдин. Психопатические конституции (1926)] [омонимия не снята]
